Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
LEOT02KNQ,SA1,152.7698742,-4.706733333,0,2022-01-25T17:56:44.503000,2022-01-25T17:57:04.603000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-07-26T01:03:21,,,,1.2960104
LEOT03010,SA1,152.7698742,-4.706733333,0,2022-03-13T11:16:42.423000,2022-03-13T15:05:36.423000,7720.416,COS   ,PSA,G160M,1600,16767,2022-09-13T16:19:12,LEOT03010,,,1.2960104
LEOT03ZWQ,SA1,152.7698742,-4.706733333,0,2022-03-13T11:10:26.517000,2022-03-13T11:10:46.617000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-09-13T16:16:00,,,,1.2960104
LEOT04010,SA1,152.7698742,-4.706733333,0,2022-03-10T11:48:35.413000,2022-03-10T15:37:27.397000,7720.384,COS   ,PSA,G160M,1600,16767,2022-09-11T00:45:16,LEOT04010,,,1.2960104
LEOT04OOQ,SA1,152.7698742,-4.706733333,0,2022-03-10T11:42:19.510000,2022-03-10T11:42:39.610000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-09-10T14:17:16,,,,1.2960104
LEOT05010,SA1,152.7698742,-4.706733333,0,2022-03-12T09:51:58.390000,2022-03-12T13:40:51.397000,7720.416,COS   ,PSA,G160M,1600,16767,2022-09-12T16:34:52,LEOT05010,,,1.2960104
LEOT05VRQ,SA1,152.7698742,-4.706733333,0,2022-03-12T09:45:42.517000,2022-03-12T09:46:02.617000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-09-12T16:31:08,,,,1.2960104
LEOT06010,SA1,152.7698742,-4.706733333,0,2022-03-16T13:55:52.407000,2022-03-16T16:09:29.477000,5034.24,COS   ,PSA,G160M,1600,16767,2022-09-17T03:07:03,LEOT06010,,,1.2960104
LEOT06P5Q,SA1,152.7698742,-4.706733333,0,2022-03-16T13:49:36.503000,2022-03-16T13:49:56.603000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-09-16T15:42:43,,,,1.2960104
LEOT07010,SA1,152.7698742,-4.706733333,0,2022-03-16T17:08:23.477000,2022-03-16T19:22:35.527000,5034.336,COS   ,PSA,G160M,1600,16767,2022-09-17T03:06:18,LEOT07010,,,1.2960104
LEOT07PBQ,SA1,152.7698742,-4.706733333,0,2022-03-16T17:02:07.510000,2022-03-16T17:02:27.610000,20.1,COS   ,PSA,MIRRORA,0,16767,2022-09-17T03:03:50,,,,1.2960104
LEOT08010,SA2,152.7368554,-4.678027778,0,2022-01-20T15:37:17.397000,2022-01-20T17:57:20.390000,5090.336,COS   ,PSA,G130M,1291,16767,2022-07-21T01:58:00,LEOT08010,,,1.324395851
LEOT08T6Q,SA2,152.7368554,-4.678027778,0,2022-01-20T14:24:59.510000,2022-01-20T14:25:14.810000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-07-21T01:48:35,,,,1.324395851
LEOT09010,SA2,152.7368554,-4.678027778,0,2021-12-01T18:10:05.397000,2021-12-01T20:24:38.407000,5090.336,COS   ,PSA,G130M,1291,16767,2022-06-01T23:59:15,LEOT09010,,,1.324395851
LEOT09Q9Q,SA2,152.7368554,-4.678027778,0,2021-12-01T18:04:45.493000,2021-12-01T18:05:00.797000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-06-01T22:32:07,,,,1.324395851
LEOT10010,SA2,152.7368554,-4.678027778,0,2021-12-02T18:00:38.390000,2021-12-02T21:49:44.423000,7730.272,COS   ,PSA,G160M,1600,16767,2022-06-03T05:27:08,LEOT10010,,,1.324395851
LEOT10UWQ,SA2,152.7368554,-4.678027778,0,2021-12-02T17:54:32.503000,2021-12-02T17:54:47.803000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-06-03T05:22:46,,,,1.324395851
LEOT11010,SA2,152.7368554,-4.678027778,0,2021-12-04T20:50:37.400000,2021-12-05T00:39:43.397000,7730.272,COS   ,PSA,G160M,1600,16767,2022-06-05T16:05:07,LEOT11010,,,1.324395851
LEOT11FHQ,SA2,152.7368554,-4.678027778,0,2021-12-04T20:44:31.510000,2021-12-04T20:44:46.810000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-06-05T16:04:41,,,,1.324395851
LEOT12010,SA2,152.7368554,-4.678027778,0,2021-12-01T22:56:48.407000,2021-12-02T01:10:35.397000,5044.192,COS   ,PSA,G160M,1600,16767,2022-06-02T17:22:19,LEOT12010,,,1.324395851
LEOT12RQQ,SA2,152.7368554,-4.678027778,0,2021-12-01T22:50:42.517000,2021-12-01T22:50:57.817000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-06-02T01:56:21,,,,1.324395851
LEOT13010,SA2,152.7368554,-4.678027778,0,2021-12-04T17:40:00.407000,2021-12-04T19:53:47.397000,5044.224,COS   ,PSA,G160M,1600,16767,2022-06-05T16:04:58,LEOT13010,,,1.324395851
LEOT13EWQ,SA2,152.7368554,-4.678027778,0,2021-12-04T17:33:54.517000,2021-12-04T17:34:09.817000,15.3,COS   ,PSA,MIRRORA,0,16767,2022-06-05T01:43:36,,,,1.324395851
LCYO09010,STAR-J101102.38-044014.6,152.7599017,-4.670725,0,2016-03-06T07:21:51.717000,2016-03-06T11:14:38.707000,8050.944,COS   ,PSA,G140L,1105,14245,2017-03-06T15:37:58,LCYO09010,,,1.380420089
LCYO09PYQ,STAR-J101102.38-044014.6,152.7599017,-4.670725,0,2016-03-06T07:16:10.980000,2016-03-06T07:16:27.980000,17,COS   ,PSA,MIRRORA,0,14245,2017-03-06T07:57:03,,,,1.380420089
LCYO10010,STAR-J101102.38-044014.6,152.7599017,-4.670725,0,2016-03-06T12:08:05.733000,2016-03-06T16:00:51.733000,8050.912,COS   ,PSA,G140L,1105,14245,2017-03-06T19:55:22,LCYO10010,,,1.380420089
LCYO10QXQ,STAR-J101102.38-044014.6,152.7599017,-4.670725,0,2016-03-06T12:02:24.997000,2016-03-06T12:02:41.997000,17,COS   ,PSA,MIRRORA,0,14245,2017-03-06T15:33:30,,,,1.380420089
LCYO05010,STAR-J101106.05-044211.4,152.7751954,-4.703158333,0,2016-03-13T09:29:41.733000,2016-03-13T11:47:08.757000,5237.728,COS   ,PSA,G140L,1105,14245,2017-03-13T15:41:42,LCYO05010,,,1.448225402
LCYO05PRQ,STAR-J101106.05-044211.4,152.7751954,-4.703158333,0,2016-03-13T09:24:06.980000,2016-03-13T09:24:20.980000,14,COS   ,PSA,MIRRORA,0,14245,2017-03-13T14:28:05,,,,1.448225402
LCYO06010,STAR-J101106.05-044211.4,152.7751954,-4.703158333,0,2016-03-13T12:41:01.733000,2016-03-13T14:57:54.740000,5237.632,COS   ,PSA,G140L,1105,14245,2017-03-13T19:05:58,LCYO06010,,,1.448225402
LCYO06QMQ,STAR-J101106.05-044211.4,152.7751954,-4.703158333,0,2016-03-13T12:35:26.980000,2016-03-13T12:35:40.980000,14,COS   ,PSA,MIRRORA,0,14245,2017-03-13T15:32:38,,,,1.448225402
LE4S14010,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-21T14:08:48.220000,2020-02-21T17:57:43.213000,7292.544,COS   ,PSA,G130M,1291,15880,2020-02-22T02:34:09,LE4S14010,,,1.448247893
LE4S14020,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-21T18:50:33.213000,2020-02-21T19:33:05.230000,2418.368,COS   ,PSA,G130M,1309,15880,2020-02-22T02:06:21,LE4S14020,,,1.448247893
LE4S14XEQ,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-21T14:03:55.327000,2020-02-21T14:03:58.327000,3,COS   ,PSA,MIRRORA,0,15880,2020-02-21T23:12:10,,,,1.448247893
LE4S15010,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-22T18:44:47.197000,2020-02-22T22:33:42.220000,7292.448,COS   ,PSA,G130M,1291,15880,2020-02-23T02:47:38,LE4S15010,,,1.448247893
LE4S15020,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-22T23:26:32.220000,2020-02-23T00:09:04.203000,2418.336,COS   ,PSA,G130M,1309,15880,2020-02-23T02:46:07,LE4S15020,,,1.448247893
LE4S15C9Q,SEXTANS-A-OB523,152.7751958,-4.703158333,0,2020-02-22T18:39:54.333000,2020-02-22T18:39:57.333000,3,COS   ,PSA,MIRRORA,0,15880,2020-02-23T02:42:28,,,,1.448247893
LE4S12010,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-19T16:03:57.213000,2020-02-19T19:52:53.197000,4742.336,COS   ,PSA,G130M,1291,15880,2020-02-20T06:28:03,LE4S12010,,,1.586204968
LE4S12020,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-19T20:45:44.220000,2020-02-19T21:28:16.207000,2418.368,COS   ,PSA,G130M,1309,15880,2020-02-20T06:25:17,LE4S12020,,,1.586204968
LE4S12QZQ,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-19T15:59:04.317000,2020-02-19T15:59:07.317000,3,COS   ,PSA,MIRRORA,0,15880,2020-02-19T23:06:49,,,,1.586204968
LE4S13010,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-20T12:43:23.230000,2020-02-20T16:32:18.220000,7292.448,COS   ,PSA,G130M,1291,15880,2020-02-20T22:44:03,LE4S13010,,,1.586204968
LE4S13020,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-20T17:25:09.213000,2020-02-20T18:07:41.197000,2418.304,COS   ,PSA,G130M,1309,15880,2020-02-21T00:56:54,LE4S13020,,,1.586204968
LE4S13THQ,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-02-20T12:38:30.300000,2020-02-20T12:38:33.300000,3,COS   ,PSA,MIRRORA,0,15880,2020-02-20T16:54:27,,,,1.586204968
LE4S22010,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-04-05T22:38:53.213000,2020-04-05T23:15:38.213000,2205.184,COS   ,PSA,G130M,1291,15880,2020-04-06T02:10:05,LE4S22010,,,1.586204968
LE4S22GYQ,SEXTANS-A-OB521,152.7724167,-4.711138889,0,2020-04-05T22:34:00.317000,2020-04-05T22:34:03.317000,3,COS   ,PSA,MIRRORA,0,15880,2020-04-06T02:07:29,,,,1.586204968
LCYO04010,STAR-J101105.38-044240.1,152.7724167,-4.711138889,0,2016-03-15T10:46:33.733000,2016-03-15T14:39:29.747000,8064.992,COS   ,PSA,G140L,1105,14245,2017-03-15T21:12:00,LCYO04010,,,1.586204968
LCYO04KJQ,STAR-J101105.38-044240.1,152.7724167,-4.711138889,0,2016-03-15T10:41:06.980000,2016-03-15T10:41:16.980000,10,COS   ,PSA,MIRRORA,0,14245,2017-03-15T15:26:22,,,,1.586204968
LCYO01010,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2015-12-11T16:46:43.717000,2015-12-11T20:39:07.733000,8014.88,COS   ,PSA,G140L,1105,14245,2016-12-12T02:34:12,LCYO01010,,,1.776299749
LCYO01GOQ,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2015-12-11T16:40:36.997000,2015-12-11T16:41:06.997000,30,COS   ,PSA,MIRRORA,0,14245,2016-12-12T00:30:34,,,,1.776299749
LCYO02010,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2015-12-15T03:29:43.747000,2015-12-15T07:22:07.733000,8014.944,COS   ,PSA,G140L,1105,14245,2016-12-15T13:45:27,LCYO02010,,,1.776299749
LCYO02FKQ,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2015-12-15T03:23:36.997000,2015-12-15T03:24:06.997000,30,COS   ,PSA,MIRRORA,0,14245,2016-12-15T10:51:00,,,,1.776299749
LCYO03010,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2016-03-18T03:50:55.747000,2016-03-18T07:50:23.733000,8014.976,COS   ,PSA,G140L,1105,14245,2017-03-18T15:38:31,LCYO03010,,,1.776299749
LCYO03AQQ,STAR-J101053.81-044113.0,152.7242083,-4.686944444,0,2016-03-18T02:58:42.980000,2016-03-18T02:59:12.980000,30,COS   ,PSA,MIRRORA,0,14245,2017-03-18T12:47:59,,,,1.776299749
LE4S19010,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-03-31T07:35:27.197000,2020-03-31T14:36:30.220000,12395.872,COS   ,PSA,G130M,1291,15880,2020-03-31T22:10:23,LE4S19010,,,1.778742559
LE4S19IOQ,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-03-31T07:30:22.300000,2020-03-31T07:30:31.300000,9,COS   ,PSA,MIRRORA,0,15880,2020-03-31T09:17:38,,,,1.778742559
LE4S20010,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-04-01T07:25:22.207000,2020-04-01T12:49:25.230000,9845.696,COS   ,PSA,G130M,1291,15880,2020-04-01T17:51:51,LE4S20010,,,1.778742559
LE4S20020,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-04-01T13:44:29.213000,2020-04-01T14:26:59.213000,2550.208,COS   ,PSA,G130M,1309,15880,2020-04-01T17:35:38,LE4S20020,,,1.778742559
LE4S20O6Q,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-04-01T07:20:17.310000,2020-04-01T07:20:26.307000,9,COS   ,PSA,MIRRORA,0,15880,2020-04-01T11:29:49,,,,1.778742559
LE4S21010,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-01-03T14:15:10.207000,2020-01-03T18:08:17.197000,7290.496,COS   ,PSA,G130M,1309,15880,2020-01-04T03:45:41,LE4S21010,,,1.778742559
LE4S21ZLQ,SEXTANS-A-OB326,152.7241667,-4.686944444,0,2020-01-03T12:39:11.327000,2020-01-03T12:39:20.323000,9,COS   ,PSA,MIRRORA,0,15880,2020-01-03T16:19:47,,,,1.778742559
LE2P04010,SEXTANS-A,152.7424442,-4.721791667,1,2020-05-29T05:40:20.220000,2020-05-29T11:07:47.227000,10725.76,COS   ,PSA,G130M,1291,15967,2020-11-29T19:00:34,LE2P04010,,,1.858431689
LE2P04YNQ,SEXTANS-A,152.7424442,-4.721791667,1,2020-05-29T05:34:53.307000,2020-05-29T05:35:13.307000,20,COS   ,PSA,MIRRORA,0,15967,2020-11-29T18:46:19,,,,1.858431689
LE2P05010,SEXTANS-A,152.7424442,-4.721791667,1,2020-06-04T04:37:01.213000,2020-06-04T11:44:39.197000,13454.496,COS   ,PSA,G160M,1600,15967,2020-12-05T02:12:30,LE2P05010,,,1.858431689
LE2P05UYQ,SEXTANS-A,152.7424442,-4.721791667,1,2020-06-04T03:01:00.317000,2020-06-04T03:01:20.317000,20,COS   ,PSA,MIRRORA,0,15967,2020-12-04T11:20:37,,,,1.858431689
LE2P06010,SEXTANS-A,152.7424442,-4.721791667,1,2020-06-06T04:17:28.220000,2020-06-06T11:25:05.213000,13454.368,COS   ,PSA,G160M,1600,15967,2020-12-06T21:18:49,LE2P06010,,,1.858431689
LE2P06DOQ,SEXTANS-A,152.7424442,-4.721791667,1,2020-06-06T02:41:27.323000,2020-06-06T02:41:47.323000,20,COS   ,PSA,MIRRORA,0,15967,2020-12-06T21:10:05,,,,1.858431689
LC1Q03010,IC1613-B11,16.1825,2.112430556,3,2013-09-22T04:59:43.103000,2013-09-22T05:30:35.100000,1852.192,COS   ,PSA,G130M,1291,12867,2014-09-22T11:13:19,LC1Q03010,,,1.047505746
LC1Q03020,IC1613-B11,16.1825,2.112430556,3,2013-09-22T06:19:13.117000,2013-09-22T07:04:42.117000,2729.216,COS   ,PSA,G130M,1327,12867,2014-09-22T11:14:35,LC1Q03020,,,1.047505746
LC1Q03UYQ,IC1613-B11,16.1825,2.112430556,3,2013-09-22T04:43:39.373000,2013-09-22T04:51:36.373000,477,COS   ,PSA,G130M,1291,12867,2014-09-22T07:00:16,,,,1.047505746
LC1Q03UZQ,IC1613-B11,16.1825,2.112430556,3,2013-09-22T04:52:19.717000,2013-09-22T04:54:12.717000,113,COS   ,PSA,G130M,1291,12867,2014-09-22T07:00:22,,,,1.047505746
LC1Q03V0Q,IC1613-B11,16.1825,2.112430556,3,2013-09-22T04:57:22.910000,2013-09-22T04:57:33.910000,11,COS   ,PSA,G130M,1291,12867,2014-09-22T07:00:27,,,,1.047505746
LC1Q04010,IC1613-B11,16.1825,2.112430556,3,2013-09-22T08:12:48.127000,2013-09-22T08:41:48.127000,1740.192,COS   ,PSA,G160M,1577,12867,2014-09-22T11:16:13,LC1Q04010,,,1.047505746
LC1Q04020,IC1613-B11,16.1825,2.112430556,3,2013-09-22T09:30:35.133000,2013-09-22T10:16:04.133000,2729.184,COS   ,PSA,G160M,1589,12867,2014-09-22T11:17:17,LC1Q04020,,,1.047505746
LC1Q04030,IC1613-B11,16.1825,2.112430556,3,2013-09-22T11:06:15.103000,2013-09-22T11:51:44.100000,2729.184,COS   ,PSA,G160M,1611,12867,2014-09-22T15:32:25,LC1Q04030,,,1.047505746
LC1Q04040,IC1613-B11,16.1825,2.112430556,3,2013-09-22T12:41:55.100000,2013-09-22T13:27:24.103000,2729.184,COS   ,PSA,G160M,1623,12867,2014-09-22T15:33:15,LC1Q04040,,,1.047505746
LC1Q04V6Q,IC1613-B11,16.1825,2.112430556,3,2013-09-22T07:54:06.253000,2013-09-22T08:04:02.253000,596,COS   ,PSA,G160M,1577,12867,2014-09-22T11:09:48,,,,1.047505746
LC1Q04V7Q,IC1613-B11,16.1825,2.112430556,3,2013-09-22T08:04:58.950000,2013-09-22T08:07:09.950000,131,COS   ,PSA,G160M,1577,12867,2014-09-22T11:09:53,,,,1.047505746
LC1Q04V8Q,IC1613-B11,16.1825,2.112430556,3,2013-09-22T08:10:46.653000,2013-09-22T08:11:04.653000,18,COS   ,PSA,G160M,1577,12867,2014-09-22T11:09:58,,,,1.047505746
LE4S01010,IC1613-B11,16.1825,2.112430556,0,2020-01-23T05:45:15.197000,2020-01-23T07:51:57.213000,4210.56,COS   ,PSA,G130M,1291,15880,2020-01-24T09:59:42,LE4S01010,,,1.047505746
LE4S01N4Q,IC1613-B11,16.1825,2.112430556,0,2020-01-23T05:29:59.220000,2020-01-23T05:38:16.220000,497.000001,COS   ,PSA,MIRRORA,0,15880,2020-01-24T05:33:24,,,,1.047505746
LE4S01N5Q,IC1613-B11,16.1825,2.112430556,0,2020-01-23T05:40:24.347000,2020-01-23T05:40:25.847000,1.5,COS   ,PSA,MIRRORA,0,15880,2020-01-24T05:33:31,,,,1.047505746
LDHF1A010,IC1613-C10,16.18079167,2.172833333,1,2018-12-14T09:03:27.037000,2018-12-14T12:50:57.020000,7865.696,COS   ,PSA,G130M,1291,15156,2019-06-14T13:35:07,LDHF1A010,,,3.4813925
LDHF1AY0Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-14T08:50:55.203000,2018-12-14T08:54:45.203000,230,COS   ,PSA,G130M,1291,15156,2019-06-14T13:02:39,,,,3.4813925
LDHF1AY1Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-14T08:57:28.027000,2018-12-14T08:57:43.027000,15,COS   ,PSA,G130M,1291,15156,2019-06-14T13:02:38,,,,3.4813925
LDHF1AY2Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-14T09:01:24.220000,2018-12-14T09:01:39.220000,15,COS   ,PSA,G130M,1291,15156,2019-06-14T13:02:41,,,,3.4813925
LDHF1B010,IC1613-C10,16.18079167,2.172833333,1,2018-11-25T13:47:21.020000,2018-11-25T19:06:20.027000,10698.56,COS   ,PSA,G160M,1577,15156,2019-05-27T19:33:37,LDHF1B010,,,3.4813925
LDHF1BCCQ,IC1613-C10,16.18079167,2.172833333,1,2018-11-25T13:29:59.827000,2018-11-25T13:36:22.827000,383,COS   ,PSA,G160M,1577,15156,2019-05-25T15:20:02,,,,3.4813925
LDHF1BCDQ,IC1613-C10,16.18079167,2.172833333,1,2018-11-25T13:39:08.157000,2018-11-25T13:39:34.157000,26,COS   ,PSA,G160M,1577,15156,2019-05-25T15:20:05,,,,3.4813925
LDHF1BCEQ,IC1613-C10,16.18079167,2.172833333,1,2018-11-25T13:44:08.957000,2018-11-25T13:44:34.957000,26,COS   ,PSA,G160M,1577,15156,2019-05-25T15:20:04,,,,3.4813925
LDHF5C010,IC1613-C10,16.18079167,2.172833333,1,2018-12-24T09:03:19.037000,2018-12-24T09:34:54.037000,1895.104,COS   ,PSA,G160M,1577,15156,2019-06-24T12:26:05,LDHF5C010,,,3.4813925
LDHF5CD2Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-24T08:45:57.843000,2018-12-24T08:52:20.843000,383,COS   ,PSA,G160M,1577,15156,2019-06-24T12:23:43,,,,3.4813925
LDHF5CD3Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-24T08:55:20.477000,2018-12-24T08:55:46.477000,26,COS   ,PSA,G160M,1577,15156,2019-06-24T12:23:39,,,,3.4813925
LDHF5CD4Q,IC1613-C10,16.18079167,2.172833333,1,2018-12-24T09:00:05.980000,2018-12-24T09:00:31.980000,26,COS   ,PSA,G160M,1577,15156,2019-06-24T12:23:40,,,,3.4813925
LBQ4040D0,IC1613-010501-020849,16.25269167,2.147016667,2,2012-11-17T11:56:33.223000,2012-11-17T18:44:59.237000,11484.768,COS   ,PSA,G140L,1105,12587,2013-11-17T20:46:31,LBQ4040D0,,,3.659342324
