Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name
O6DF18010,NGC330-B22,14.0419292,-72.459,10,3/20/03 5:23,3/20/03 6:09,2776,STIS  ,0.2X0.2,E140M,1425,9116,12/16/06 8:42,O6DF18010
O6DF18020,NGC330-B22,14.0419292,-72.459,10,3/20/03 6:49,3/20/03 9:19,6472,STIS  ,0.2X0.2,E140M,1425,9116,12/16/06 13:14,O6DF18020
O6DF19010,NGC330-B22,14.0419292,-72.459,10,10/24/01 19:47,10/24/01 20:33,2776,STIS  ,0.2X0.2,E140M,1425,9116,12/16/06 16:55,O6DF19010
O6DF19020,NGC330-B22,14.0419292,-72.459,10,10/24/01 20:40,10/24/01 23:10,6472,STIS  ,0.2X0.2,E140M,1425,9116,12/16/06 21:06,O6DF19020
ODY236010,SK-101,15.4884312,-72.2117287,0,6/22/20 8:00,6/22/20 8:47,2769,STIS  ,0.2X0.2,E140M,1425,15629,12/22/20 11:15,
#O4WRA2020,NGC346-682,14.8280417,-72.1865833,22,9/4/99 3:08,9/4/99 6:01,9900,STIS  ,0.2X0.2,E140M,1425,7437,9/4/99 23:02,O4WRA2020
OE4X04010,NGC-346-SSN25,14.8012539,-72.1855293,0,6/29/20 5:01,6/29/20 5:46,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/29/20 8:31,OE4X04010
#O4WR24010,NGC346-682-REVISED,14.7565833,-72.1860639,22,11/22/00 18:16,11/23/00 1:11,17640,STIS  ,0.2X0.2,E140M,1425,7437,11/23/00 15:32,O4WR24010
#O4WR01040,NGC346-487,14.7786667,-72.1786389,22,8/8/98 5:09,8/8/98 7:47,9000,STIS  ,0.2X0.2,E140M,1425,7437,9/1/98 19:47,O4WR01040
O4WR23010,NGC346-487-REVISED,14.7777917,-72.1779556,22,9/28/00 21:24,9/29/00 0:08,9360,STIS  ,0.2X0.2,E140M,1425,7437,9/29/00 3:25,O4WR23010
OE4X18010,MPG-342,14.7502224,-72.1772128,0,6/24/20 13:59,6/24/20 14:44,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/24/20 23:16,OE4X18010
O4WR19010,AV170,13.9266667,-73.2916667,22,11/12/98 4:06,11/12/98 4:47,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:26,O4WR19010
O4WR19020,AV170,13.9266667,-73.2916667,22,11/12/98 5:27,11/12/98 7:57,6336,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:31,O4WR19020
O4WR20010,AV220,14.7915833,-72.0967222,22,5/24/99 1:33,5/24/99 2:14,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:34,O4WR20010
O4WR20020,AV220,14.7915833,-72.0967222,22,5/24/99 2:54,5/24/99 5:24,6336,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:41,O4WR20020
OE4X08010,MOA-J010321.3-720538,15.8387702,-72.0939408,0,8/20/20 23:03,8/20/20 23:48,2705,STIS  ,0.2X0.2,E140M,1425,15837,8/21/20 5:54,OE4X08010
ODY235010,SK-142,17.6876442,-72.7191923,0,3/2/20 23:48,3/3/20 0:35,2767,STIS  ,0.2X0.2,E140M,1425,15629,9/3/20 1:27,
OE4X15010,SK-107,15.7164625,-71.8068879,0,6/25/20 13:38,6/25/20 14:23,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/26/20 3:26,OE4X15010
OCKP18010,AZV26,11.9585833,-73.1392139,1,7/15/15 16:01,7/15/15 16:48,2824,STIS  ,0.2X0.2,E230M,2269,13778,7/16/16 14:33,OCKP18010
OBZL02010,SK18,11.9585417,-73.1391944,1,5/22/13 17:40,5/22/13 18:18,2283,STIS  ,0.2X0.2,E230M,1978,12978,5/23/14 13:03,OBZL02010
OBZL02020,SK18,11.9585417,-73.1391944,1,5/22/13 19:02,5/22/13 19:49,2821,STIS  ,0.2X0.2,E230M,1978,12978,5/23/14 3:53,OBZL02020
OBZL02030,SK18,11.9585417,-73.1391944,1,5/22/13 20:38,5/22/13 21:25,2821,STIS  ,0.2X0.2,E230M,1978,12978,5/23/14 3:54,OBZL02030
OBZL02040,SK18,11.9585417,-73.1391944,1,5/22/13 22:13,5/22/13 23:00,2821,STIS  ,0.2X0.2,E230M,1978,12978,5/23/14 3:55,OBZL02040
OBZL02050,SK18,11.9585417,-73.1391944,1,5/22/13 23:49,5/23/13 0:36,2821,STIS  ,0.2X0.2,E230M,1978,12978,5/23/14 3:55,OBZL02050
OBZL01010,SK18,11.9585417,-73.1391944,1,5/8/13 23:51,5/9/13 0:29,2263,STIS  ,0.2X0.2,E140H,1307,12978,5/9/14 10:06,OBZL01010
OBZL01020,SK18,11.9585417,-73.1391944,1,5/9/13 1:10,5/9/13 1:57,2821,STIS  ,0.2X0.2,E140H,1307,12978,5/9/14 10:06,OBZL01020
OBZL01030,SK18,11.9585417,-73.1391944,1,5/9/13 2:45,5/9/13 3:32,2821,STIS  ,0.2X0.2,E140H,1307,12978,5/9/14 10:07,OBZL01030
OBZL01040,SK18,11.9585417,-73.1391944,1,5/9/13 4:21,5/9/13 5:08,2821,STIS  ,0.2X0.2,E140H,1307,12978,5/9/14 10:57,OBZL01040
OBZL01050,SK18,11.9585417,-73.1391944,1,5/9/13 5:56,5/9/13 6:43,2821,STIS  ,0.2X0.2,E140H,1307,12978,5/9/14 10:57,OBZL01050
OE4X10010,BBB-SMC-266,11.958538,-73.1391824,0,10/2/20 7:17,10/2/20 8:02,2707,STIS  ,0.2X0.2,E140M,1425,15837,10/2/20 17:26,OE4X10010
OCKP04010,HD5045,12.6599875,-73.4717417,1,12/28/15 19:25,12/28/15 19:39,819,STIS  ,0.2X0.2,E230M,2269,13778,12/29/16 2:01,OCKP04010
OCKP04020,HD5045,12.6599875,-73.4717417,1,12/28/15 19:44,12/28/15 20:13,1684,STIS  ,0.2X0.2,E230M,1978,13778,12/29/16 6:11,OCKP04020
OCKP04030,HD5045,12.6599875,-73.4717417,1,12/28/15 20:28,12/28/15 22:59,6724,STIS  ,0.2X0.2,E140M,1425,13778,12/29/16 6:16,OCKP04030
OE4X16010,SMC-AB8,22.7672363,-73.4177194,0,6/28/20 6:49,6/28/20 7:34,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/28/20 13:25,OE4X16010
OCKP16010,SK190,22.8664917,-73.3706194,1,7/20/15 7:21,7/20/15 7:38,1017,STIS  ,0.2X0.2,E230M,2269,13778,7/20/16 12:14,OCKP16010
OCKP16020,SK190,22.8664917,-73.3706194,1,7/20/15 7:43,7/20/15 8:08,1477,STIS  ,0.2X0.2,E230M,1978,13778,7/20/16 12:16,OCKP16020
OCKP16030,SK190,22.8664917,-73.3706194,1,7/20/15 8:36,7/20/15 11:07,6724,STIS  ,0.2X0.2,E140M,1425,13778,7/20/16 13:09,OCKP16030
O4WR24010,NGC346-356,14.75658333,-72.18606389,24,2000-11-22T18:16:17.837000,2000-11-23T01:11:51.853000,17640,STIS  ,0.2X0.2,E140M,1425,7437,2000-11-23T15:32:45,O4WR24010
#O675030B0,NGC346-LR,14.7553,-72.184814,2,2000-09-30T02:22:55.823000,2000-09-30T02:34:38.623000,658.8,STIS  ,50CCD,G430L,4300,8629,2001-09-30T02:34:38.623000,
#O675030C0,NGC346-LR,14.7553,-72.184814,2,2000-09-30T02:41:23.823000,2000-09-30T02:54:07.823000,720,STIS  ,50CCD,G230LB,2375,8629,2001-09-30T02:54:07.823000,
