Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
LCYIN2080,NGC346-11,14.5580375,-72.15535,0,6/16/16 4:39,6/16/16 5:07,1272.064,COS   ,PSA,G160M,1623,14081,6/16/17 9:10,LCYIN2080,,,38.174
LCYIN2090,NGC346-11,14.5580375,-72.15535,0,6/16/16 5:12,6/16/16 5:34,800.064,COS   ,PSA,G130M,1291,14081,6/16/17 9:14,LCYIN2090,,,38.174
LCYIN2RGQ,NGC346-11,14.5580375,-72.15535,0,6/15/16 23:12,6/15/16 23:19,405,COS   ,PSA,G185M,1913,14081,6/16/17 4:20,,,,38.174
LCYIN2RHQ,NGC346-11,14.5580375,-72.15535,0,6/15/16 23:21,6/15/16 23:22,8,COS   ,PSA,G185M,1913,14081,6/16/17 4:18,,,,38.174
LCYIN2050,NGC346-11,14.5580375,-72.15535,0,2016-06-16T02:55:10.597000,2016-06-16T03:20:47.613000,1276.096,COS   ,PSA,G225M,2233,14081,2017-06-16T05:35:44,LCYIN2050,,,0.002941509
LCYIN2060,NGC346-11,14.5580375,-72.15535,0,2016-06-16T03:23:26.597000,2016-06-16T03:46:39.613000,1132.032,COS   ,PSA,G225M,2268,14081,2017-06-16T05:35:44,LCYIN2060,,,0.002941509
LCYIN2070,NGC346-11,14.5580375,-72.15535,0,2016-06-16T03:49:18.597000,2016-06-16T04:34:42.620000,1052.064,COS   ,PSA,G225M,2306,14081,2017-06-16T05:35:44,LCYIN2070,,,0.002941509
LE4X09010,NGC-346-SSN-15,14.7576447,-72.1752873,0,7/3/20 16:56,7/3/20 17:12,500.096,COS   ,PSA,G160M,1533,15837,7/4/20 0:38,LE4X09010,,,0.004
LE4X09020,NGC-346-SSN-15,14.7576448,-72.1752873,0,7/3/20 18:23,7/3/20 18:46,920.064,COS   ,PSA,G160M,1611,15837,7/4/20 0:39,LE4X09020,,,0.004
LBXK51010,AV75,12.6349583,-72.8768,0,9/11/12 20:53,9/11/12 21:42,1400.064,COS   ,PSA,G130M,1327,12805,9/12/12 1:08,LBXK51010,,,44.14
LBXK51020,AV75,12.6349583,-72.8768,0,9/11/12 21:47,9/11/12 23:40,2970.816,COS   ,PSA,G160M,1577,12805,9/12/12 15:17,LBXK51020,,,44.14
LBXK51030,AV75,12.6349583,-72.8768,0,9/11/12 23:43,9/12/12 1:06,3540.672,COS   ,PSA,G160M,1623,12805,9/12/12 16:21,LBXK51030,,,44.14
LC6A01010,AV75,12.6349583,-72.8768,0,3/15/13 23:01,3/15/13 23:11,382.08,COS   ,PSA,G130M,1291,13122,3/16/13 4:56,LC6A01010,,,44.14
LC6A01020,AV75,12.6349583,-72.8768,0,3/16/13 0:20,3/16/13 0:30,384.032,COS   ,PSA,G130M,1327,13122,3/16/13 4:59,LC6A01020,,,44.14
LC6A01030,AV75,12.6349583,-72.8768,0,3/16/13 0:37,3/16/13 0:50,610.048,COS   ,PSA,G160M,1577,13122,3/16/13 5:02,LC6A01030,,,44.14
LC6A01040,AV75,12.6349583,-72.8768,0,3/16/13 1:55,3/16/13 2:10,738.048,COS   ,PSA,G160M,1623,13122,3/16/13 6:33,LC6A01040,,,44.14
LCGH01010,AV75,12.6349583,-72.8768,0,3/15/14 12:56,3/15/14 13:20,1240.384,COS   ,PSA,G130M,1096,13522,3/15/14 17:24,LCGH01010,,,44.14
LCGH01020,AV75,12.6349583,-72.8768,0,3/15/14 13:24,3/15/14 14:13,452.032,COS   ,PSA,G130M,1222,13522,3/15/14 17:27,LCGH01020,,,44.14
LCGH01030,AV75,12.6349583,-72.8768,0,3/15/14 14:17,3/15/14 14:27,382.016,COS   ,PSA,G130M,1291,13522,3/15/14 18:53,LCGH01030,,,44.14
LCGH01040,AV75,12.6349583,-72.8768,0,3/15/14 14:32,3/15/14 14:42,384.064,COS   ,PSA,G130M,1327,13522,3/15/14 18:55,LCGH01040,,,44.14
LCGH01050,AV75,12.6349583,-72.8768,0,3/15/14 14:49,3/15/14 15:03,610.016,COS   ,PSA,G160M,1577,13522,3/15/14 19:00,LCGH01050,,,44.14
LCGH01060,AV75,12.6349583,-72.8768,0,3/15/14 15:44,3/15/14 16:00,738.048,COS   ,PSA,G160M,1623,13522,3/15/14 19:02,LCGH01060,,,44.14
LCPT01010,AV75,12.6349583,-72.8768,0,7/18/15 4:37,7/18/15 5:07,1620.384,COS   ,PSA,G130M,1096,13969,7/18/15 12:43,LCPT01010,,,44.14
LCRS51010,AV75,12.6349583,-72.8768,0,7/13/15 10:25,7/13/15 10:47,800.096,COS   ,PSA,G130M,1291,13931,7/13/15 14:56,LCRS51010,,,44.14
LCRS51020,AV75,12.6349583,-72.8768,0,7/13/15 11:33,7/13/15 12:16,1990.112,COS   ,PSA,G130M,1222,13931,7/13/15 16:14,LCRS51020,,,44.14
LCRS51030,AV75,12.6349583,-72.8768,0,7/13/15 13:08,7/13/15 13:33,810.08,COS   ,PSA,G130M,1327,13931,7/13/15 16:24,LCRS51030,,,44.14
LCRS51040,AV75,12.6349583,-72.8768,0,7/13/15 13:40,7/13/15 15:04,1815.296,COS   ,PSA,G160M,1577,13931,7/13/15 19:54,LCRS51040,,,44.14
LCRS51050,AV75,12.6349583,-72.8768,0,7/13/15 15:08,7/13/15 16:26,1600.096,COS   ,PSA,G160M,1623,13931,7/13/15 19:58,LCRS51050,,,44.14
LD2G51010,AV75,12.6349583,-72.8768,0,6/22/16 22:45,6/22/16 23:09,1240.448,COS   ,PSA,G130M,1096,14437,6/23/16 3:39,LD2G51010,,,44.14
LD2G51020,AV75,12.6349583,-72.8768,0,6/23/16 0:03,6/23/16 0:13,452.032,COS   ,PSA,G130M,1222,14437,6/23/16 3:42,LD2G51020,,,44.14
LD2G51030,AV75,12.6349583,-72.8768,0,6/23/16 0:17,6/23/16 0:28,382.016,COS   ,PSA,G130M,1291,14437,6/23/16 3:42,LD2G51030,,,44.14
LD2G51040,AV75,12.6349583,-72.8768,0,6/23/16 0:33,6/23/16 0:43,384.032,COS   ,PSA,G130M,1327,14437,6/23/16 3:53,LD2G51040,,,44.14
LD2G51050,AV75,12.6349583,-72.8768,0,6/23/16 0:50,6/23/16 1:43,610.016,COS   ,PSA,G160M,1577,14437,6/23/16 3:44,LD2G51050,,,44.14
LD2G51060,AV75,12.6349583,-72.8768,0,6/23/16 1:48,6/23/16 2:04,738.048,COS   ,PSA,G160M,1623,14437,6/23/16 3:44,LD2G51060,,,44.14
LDC301010,AV75,12.6349583,-72.8768,0,3/18/17 10:25,3/18/17 11:25,1240.416,COS   ,PSA,G130M,1096,14855,3/18/17 14:24,LDC301010,,,44.14
LDC301020,AV75,12.6349583,-72.8768,0,3/18/17 11:30,3/18/17 11:40,452.064,COS   ,PSA,G130M,1222,14855,3/18/17 14:27,LDC301020,,,44.14
LDC301030,AV75,12.6349583,-72.8768,0,3/18/17 11:44,3/18/17 11:55,382.016,COS   ,PSA,G130M,1291,14855,3/18/17 14:30,LDC301030,,,44.14
LDC301040,AV75,12.6349583,-72.8768,0,3/18/17 12:00,3/18/17 12:11,384,COS   ,PSA,G130M,1327,14855,3/18/17 14:32,LDC301040,,,44.14
LDC301050,AV75,12.6349583,-72.8768,0,3/18/17 12:50,3/18/17 13:04,610.016,COS   ,PSA,G160M,1577,14855,3/18/17 14:34,LDC301050,,,44.14
LDC301060,AV75,12.6349583,-72.8768,0,3/18/17 13:09,3/18/17 13:25,738.048,COS   ,PSA,G160M,1623,14855,3/18/17 14:38,LDC301060,,,44.14
LDEJ3A010,AV75,12.6349583,-72.8768,0,4/4/17 13:43,4/4/17 13:49,320.032,COS   ,PSA,G130M,1300,14909,4/4/17 17:33,LDEJ3A010,,,44.14
LDEJ3A020,AV75,12.6349583,-72.8768,0,4/4/17 14:35,4/4/17 14:40,320,COS   ,PSA,G130M,1309,14909,4/5/17 0:58,LDEJ3A020,,,44.14
LDEJ3A030,AV75,12.6349583,-72.8768,0,4/4/17 15:14,4/4/17 15:20,320.032,COS   ,PSA,G130M,1318,14909,4/5/17 0:58,LDEJ3A030,,,44.14
LDEJ3A040,AV75,12.6349583,-72.8768,0,4/4/17 16:10,4/4/17 16:15,320.032,COS   ,PSA,G130M,1327,14909,4/5/17 0:58,LDEJ3A040,,,44.14
LDM701010,AV75,12.6349583,-72.8768,0,8/10/17 3:38,8/10/17 6:50,1552.064,COS   ,PSA,G130M,1222,15366,8/10/17 14:32,LDM701010,,,44.14
LDM701020,AV75,12.6349583,-72.8768,0,8/10/17 6:56,8/10/17 8:29,2070.048,COS   ,PSA,G160M,1577,15366,8/10/17 14:36,LDM701020,,,44.14
LDM701030,AV75,12.6349583,-72.8768,0,8/10/17 8:33,8/10/17 10:04,2070.048,COS   ,PSA,G160M,1623,15366,8/10/17 15:15,LDM701030,,,44.14
LDQ701010,AV75,12.6349583,-72.8768,0,3/12/18 2:59,3/12/18 3:23,1240.448,COS   ,PSA,G130M,1096,15385,3/12/18 6:05,LDQ701010,,,44.14
LDQ701020,AV75,12.6349583,-72.8768,0,3/12/18 3:29,3/12/18 4:24,610.048,COS   ,PSA,G160M,1577,15385,3/12/18 6:15,LDQ701020,,,44.14
LDQ701030,AV75,12.6349583,-72.8768,0,3/12/18 4:29,3/12/18 4:45,738.048,COS   ,PSA,G160M,1623,15385,3/12/18 6:14,LDQ701030,,,44.14
LDQ701040,AV75,12.6349583,-72.8768,0,3/12/18 4:51,3/12/18 5:01,452.032,COS   ,PSA,G130M,1222,15385,3/12/18 6:49,LDQ701040,,,44.14
LDQ701050,AV75,12.6349583,-72.8768,0,3/12/18 5:05,3/12/18 6:17,382.048,COS   ,PSA,G130M,1291,15385,3/12/18 10:52,LDQ701050,,,44.14
LDQ701080,AV75,12.6349583,-72.8768,0,3/12/18 8:00,3/12/18 8:10,384.032,COS   ,PSA,G130M,1327,15385,3/12/18 10:47,LDQ701080,,,44.14
LDUH51010,AV75,12.6349583,-72.8768,0,6/25/19 15:36,6/25/19 17:06,1240.416,COS   ,PSA,G130M,1096,15536,6/25/19 23:00,LDUH51010,,,44.14
LDUH51020,AV75,12.6349583,-72.8768,0,6/25/19 17:12,6/25/19 17:26,610.048,COS   ,PSA,G160M,1577,15536,6/26/19 1:15,LDUH51020,,,44.14
LDUH51030,AV75,12.6349583,-72.8768,0,6/25/19 18:31,6/25/19 18:47,738.048,COS   ,PSA,G160M,1623,15536,6/26/19 1:15,LDUH51030,,,44.14
LDUH51040,AV75,12.6349583,-72.8768,0,6/25/19 18:53,6/25/19 19:03,452.064,COS   ,PSA,G130M,1222,15536,6/26/19 1:06,LDUH51040,,,44.14
LDUH51050,AV75,12.6349583,-72.8768,0,6/25/19 20:06,6/25/19 20:17,382.016,COS   ,PSA,G130M,1291,15536,6/26/19 1:09,LDUH51050,,,44.14
LDUH51080,AV75,12.6349583,-72.8768,0,6/25/19 20:45,6/25/19 20:55,384.032,COS   ,PSA,G130M,1327,15536,6/26/19 1:01,LDUH51080,,,44.14
LE0R01010,AV75,12.6349583,-72.8768,0,3/20/20 9:07,3/20/20 9:31,1240.384,COS   ,PSA,G130M,1096,15774,3/20/20 12:45,LE0R01010,,,44.14
LE0R01020,AV75,12.6349583,-72.8768,0,3/20/20 9:37,3/20/20 10:38,610.048,COS   ,PSA,G160M,1577,15774,3/20/20 17:35,LE0R01020,,,44.14
LE0R01030,AV75,12.6349583,-72.8768,0,3/20/20 10:43,3/20/20 10:59,738.048,COS   ,PSA,G160M,1623,15774,3/20/20 17:34,LE0R01030,,,44.14
LE0R01040,AV75,12.6349583,-72.8768,0,3/20/20 11:05,3/20/20 11:16,452.032,COS   ,PSA,G130M,1222,15774,3/20/20 17:26,LE0R01040,,,44.14
LE0R01050,AV75,12.6349583,-72.8768,0,3/20/20 11:20,3/20/20 12:11,382.08,COS   ,PSA,G130M,1291,15774,3/20/20 17:27,LE0R01050,,,44.14
LE0R01080,AV75,12.6349583,-72.8768,0,3/20/20 12:40,3/20/20 12:50,384.064,COS   ,PSA,G130M,1327,15774,3/20/20 17:21,LE0R01080,,,44.14
LE4X07Y5Q,AZV-377,16.2807627,-72.8051991,0,6/25/20 15:16,6/25/20 15:16,10,COS   ,PSA,G130M,1291,15837,6/26/20 3:25,,,,21.068
LE4X07Y6Q,AZV-377,16.2807627,-72.8051991,0,6/25/20 15:19,6/25/20 15:19,10,COS   ,PSA,G130M,1291,15837,6/26/20 3:25,,,,21.068
LE4X07010,AZV-377,16.2807627,-72.8051991,0,6/25/20 15:51,6/25/20 16:02,304,COS   ,PSA,G130M,1291,15837,6/26/20 3:31,LE4X07010,,,21.068
LE4X07020,AZV-377,16.2807627,-72.8051991,0,6/25/20 16:06,6/25/20 16:56,991.392,COS   ,PSA,G160M,1611,15837,6/26/20 3:38,LE4X07020,,,21.068
LBP509070,AV476,18.4268417,-73.2915111,2,9/15/12 17:43,9/15/12 19:41,4350.848,COS   ,PSA,G160M,1577,12581,9/15/13 23:25,LBP509070,,,66.109
LBP509080,AV476,18.4268417,-73.2915111,2,9/15/12 19:44,9/15/12 21:35,4550.784,COS   ,PSA,G160M,1589,12581,9/16/13 0:58,LBP509080,,,66.109
LBP509090,AV476,18.4268417,-73.2915111,2,9/15/12 22:05,9/15/12 23:07,3350.816,COS   ,PSA,G160M,1600,12581,9/16/13 4:11,LBP509090,,,66.109
LBP5090A0,AV476,18.4268417,-73.2915111,2,9/15/12 23:12,9/15/12 23:17,330.016,COS   ,PSA,G130M,1327,12581,9/16/13 2:26,LBP5090A0,,,66.109
LB2A03010,AZV-446,17.3560833,-73.15825,3,8/3/10 3:02,8/3/10 3:07,323.008,COS   ,PSA,G130M,1291,11625,8/3/11 15:03,LB2A03010,,,45.981
LB2A03020,AZV-446,17.3560833,-73.15825,3,8/3/10 3:11,8/3/10 3:17,323.04,COS   ,PSA,G130M,1327,11625,8/3/11 15:04,LB2A03020,,,45.981
LB2A03030,AZV-446,17.3560833,-73.15825,3,8/3/10 3:44,8/3/10 3:55,630.208,COS   ,PSA,G160M,1577,11625,8/3/11 15:05,LB2A03030,,,45.981
LB2A03040,AZV-446,17.3560833,-73.15825,3,8/3/10 3:59,8/3/10 4:09,620.192,COS   ,PSA,G160M,1623,11625,8/3/11 15:06,LB2A03040,,,45.981
LB2A03HAQ,AZV-446,17.3560833,-73.15825,3,8/3/10 2:47,8/3/10 2:54,420,COS   ,PSA,G130M,1291,11625,8/3/11 15:02,,,,45.981
LB2A03HBQ,AZV-446,17.3560833,-73.15825,3,8/3/10 2:55,8/3/10 2:57,150,COS   ,PSA,G130M,1291,11625,8/3/11 15:02,,,,45.981
LB2A03HCQ,AZV-446,17.3560833,-73.15825,3,8/3/10 3:00,8/3/10 3:00,0.2,COS   ,PSA,G130M,1291,11625,8/3/11 15:03,,,,45.981
LB2A15010,AZV-243,15.02825,-72.7885278,3,6/22/10 17:36,6/22/10 17:42,360.032,COS   ,PSA,G130M,1291,11625,6/23/11 1:40,LB2A15010,,,1.68
LB2A15020,AZV-243,15.02825,-72.7885278,3,6/22/10 17:47,6/22/10 17:53,360.032,COS   ,PSA,G130M,1327,11625,6/23/11 1:44,LB2A15020,,,1.68
LB2A15030,AZV-243,15.02825,-72.7885278,3,6/22/10 19:00,6/22/10 19:10,585.024,COS   ,PSA,G160M,1577,11625,6/23/11 1:49,LB2A15030,,,1.68
LB2A15040,AZV-243,15.02825,-72.7885278,3,6/22/10 19:14,6/22/10 19:24,585.024,COS   ,PSA,G160M,1623,11625,6/23/11 1:52,LB2A15040,,,1.68
LB2A15J4Q,AZV-243,15.02825,-72.7885278,3,6/22/10 17:22,6/22/10 17:29,420,COS   ,PSA,G130M,1291,11625,6/23/11 1:29,,,,1.68
LB2A15J5Q,AZV-243,15.02825,-72.7885278,3,6/22/10 17:30,6/22/10 17:32,150,COS   ,PSA,G130M,1291,11625,6/23/11 1:29,,,,1.68
LB2A15J6Q,AZV-243,15.02825,-72.7885278,3,6/22/10 17:34,6/22/10 17:34,0.2,COS   ,PSA,G130M,1291,11625,6/23/11 1:30,,,,1.68
LB2A05010,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 1:14,12/22/09 1:20,360.032,COS   ,PSA,G130M,1291,11625,12/22/10 4:50,LB2A05010,,,36.424
LB2A05020,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 1:23,12/22/09 1:29,360.032,COS   ,PSA,G130M,1327,11625,12/22/10 4:41,LB2A05020,,,36.424
LB2A05030,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 1:34,12/22/09 1:44,648.224,COS   ,PSA,G160M,1577,11625,12/22/10 4:50,LB2A05030,,,36.424
LB2A05040,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 1:50,12/22/09 2:01,648.224,COS   ,PSA,G160M,1623,11625,12/22/10 4:51,LB2A05040,,,36.424
LB2A05GKQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 0:51,12/22/09 0:57,383,COS   ,PSA,G130M,1291,11625,12/22/10 2:38,,,,36.424
LB2A05GLQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 0:58,12/22/09 1:00,112,COS   ,PSA,G130M,1291,11625,12/22/10 2:39,,,,36.424
LB2A05GMQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,12/22/09 1:02,12/22/09 1:02,0.3,COS   ,PSA,G130M,1291,11625,12/22/10 2:39,,,,36.424
LB2A07010,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 3:39,12/22/09 3:45,360,COS   ,PSA,G130M,1291,11625,12/22/10 6:03,LB2A07010,,,41.756
LB2A07020,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 3:49,12/22/09 3:55,360,COS   ,PSA,G130M,1327,11625,12/22/10 5:53,LB2A07020,,,41.756
LB2A07030,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 4:00,12/22/09 4:10,560.032,COS   ,PSA,G160M,1577,11625,12/22/10 6:03,LB2A07030,,,41.756
LB2A07040,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 4:26,12/22/09 4:35,560,COS   ,PSA,G160M,1623,11625,12/22/10 10:26,LB2A07040,,,41.756
LB2A07IAQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 3:26,12/22/09 3:32,382,COS   ,PSA,G130M,1291,11625,12/22/10 5:42,,,,41.756
LB2A07IBQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 3:33,12/22/09 3:35,112,COS   ,PSA,G130M,1291,11625,12/22/10 5:42,,,,41.756
LB2A07ICQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,12/22/09 3:37,12/22/09 3:37,0.2,COS   ,PSA,G130M,1291,11625,12/22/10 5:43,,,,41.756
LB2A06010,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:25,12/22/09 2:31,360,COS   ,PSA,G130M,1291,11625,12/22/10 5:00,LB2A06010,,,32.865
LB2A06020,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:35,12/22/09 2:41,360.032,COS   ,PSA,G130M,1327,11625,12/22/10 5:11,LB2A06020,,,32.865
LB2A06030,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:50,12/22/09 3:00,612.192,COS   ,PSA,G160M,1577,11625,12/22/10 5:11,LB2A06030,,,32.865
LB2A06040,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 3:04,12/22/09 3:14,612.192,COS   ,PSA,G160M,1623,11625,12/22/10 5:43,LB2A06040,,,32.865
LB2A06H5Q,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:12,12/22/09 2:19,383,COS   ,PSA,G130M,1291,11625,12/22/10 4:41,,,,32.865
LB2A06H6Q,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:20,12/22/09 2:22,112,COS   ,PSA,G130M,1291,11625,12/22/10 4:41,,,,32.865
LB2A06H7Q,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,12/22/09 2:23,12/22/09 2:23,0.3,COS   ,PSA,G130M,1291,11625,12/22/10 4:41,,,,32.865
LB2A10010,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:30,11/1/09 4:35,329.024,COS   ,PSA,G130M,1291,11625,11/1/10 12:27,LB2A10010,,,30.024
LB2A10020,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:40,11/1/09 4:45,327.04,COS   ,PSA,G130M,1327,11625,11/1/10 12:37,LB2A10020,,,30.024
LB2A10030,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:50,11/1/09 5:00,615.2,COS   ,PSA,G160M,1577,11625,11/1/10 12:38,LB2A10030,,,30.024
LB2A10040,AZV-148,13.4257917,-72.7097778,3,11/1/09 5:04,11/1/09 5:15,615.2,COS   ,PSA,G160M,1623,11625,11/1/10 12:40,LB2A10040,,,30.024
LB2A10NNQ,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:17,11/1/09 4:23,382,COS   ,PSA,G130M,1291,11625,11/1/10 10:24,,,,30.024
LB2A10NOQ,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:24,11/1/09 4:26,112,COS   ,PSA,G130M,1291,11625,11/1/10 10:25,,,,30.024
LB2A10NPQ,AZV-148,13.4257917,-72.7097778,3,11/1/09 4:28,11/1/09 4:28,0.2,COS   ,PSA,G130M,1291,11625,11/1/10 10:25,,,,30.024
