target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
SK -70 60,SK -70 60,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+60,Early O Dwarf,Gaia DR3 4655075672166366976,76.169934923768352,-70.259583097498179,2016.0,LMC,None,O4-5 V((f))pec,2009ApJ...692..618M,O,4.0,V,13.783396,13.686331,13.927033,0.002161,0.021803,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,224.0,2023.Welty.......pc,,None,,None,,None,,None,,None,256.0,2009ApJ...700..844P,2150.0,1998MNRAS.300..828P,,None,False,None,False,,,,,
SK -70 69,SK -70 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+69,Mid O Dwarf,Gaia DR3 4655069384334599168,76.327832701153298,-70.430522050744258,2016.0,LMC,None,O5.5 V((f)),2009ApJ...692..618M,O,5.5,V,13.852674,13.730163,14.073124,0.025646,0.024482,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.95,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,283.0,2013ApJ...768....6M,40500.0,2009ApJ...692..618M,3.70,2009ApJ...692..618M,5.35,2009ApJ...692..618M,9.6,2009ApJ...692..618M,,None,98.0,2009ApJ...700..844P,2300.0,2009ApJ...692..618M,8.00e-07,2009ApJ...692..618M,False,None,False,,,,,
SK -68 41,SK -68 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+41,Early B Supergiant,Gaia DR3 4661392533937464448,76.362997414276009,-68.167400865245739,2016.0,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,11.990456,11.913071,12.108316,-0.136574,0.027216,10.97,1995msct.book.....B,11.90,1995msct.book.....B,12.04,1995msct.book.....B,-0.22,1970A&A.....4..234F,0.08,Derived from (B-V)0,270.0,2009ApJ...692..618M,24500.0,2009ApJ...692..618M,2.90,2009ApJ...692..618M,5.56,2009ApJ...692..618M,33.4,2009ApJ...692..618M,33.0,2009ApJ...692..618M,77.0,2009ApJ...700..844P,865.0,1998MNRAS.300..828P,9.00e-07,2009ApJ...692..618M,False,None,False,,,,,
SK -70 79,SK -70 79,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+79,Early B Giant,Gaia DR3 4652066308846415872,76.655336672318057,-70.490053591346594,2016.0,LMC,None,B0 III,1995ApJ...438..188M,B,0.0,III,12.642034,12.601177,12.668510,0.004097,0.023080,11.70,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.30,1970A&A.....4..234F,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,86.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
LMC079-1,[M2002] LMC 71747,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[M2002]+LMC+71747,Early WN Star,Gaia DR3 4652065067564164352,76.805546809077882,-70.559425789928653,2016.0,LMC,None,WN3/O3 V,2017ApJ...841...20N,WN,3,None,16.282013,16.169882,16.513052,-0.004904,0.040536,15.10,2002ApJS..141...81M,16.12,2002ApJS..141...81M,16.09,2002ApJS..141...81M,,None,0.13,2017ApJ...841...20N,,None,95000.0,2017ApJ...841...20N,4.85,2017ApJ...841...20N,5.59,None,2.1,2017ApJ...841...20N,11.0,2017ApJ...841...20N,,None,,None,1.00e-06,2017ApJ...841...20N,False,None,True,,,,,
SK -68 52,SK -68 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+52,Early B Supergiant,Gaia DR3 4661289630893455488,76.835113905964207,-68.535712981037975,2016.0,LMC,None,B0 Ia,1977ApJ...215...53W,B,0.0,I,11.623919,11.583549,11.664439,-0.008678,0.023596,10.69,1999MNRAS.306..279S,11.66,1999MNRAS.306..279S,11.72,1999MNRAS.306..279S,-0.24,1970A&A.....4..234F,0.18,Derived from (B-V)0,234.0,2004ApJ...610.1021E,24500.0,2004ApJ...610.1021E,2.70,2004ApJ...610.1021E,5.76,2004ApJ...610.1021E,42.2,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1400.0,2004ApJ...610.1021E,3.20e-06,2004ApJ...610.1021E,False,None,False,,,,,
SK -71 8,SK -71 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+8,Late O Bright Giant,Gaia DR3 4651635643875788800,76.846940080905412,-71.198323169406152,2016.0,LMC,LH 28,O9 II,1986AJ.....92...48C,O,9.0,II,13.169141,13.081324,13.289098,-0.016624,0.021434,12.15,1979A&AS...38..239I,13.11,1979A&AS...38..239I,13.25,1979A&AS...38..239I,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,75.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
HV 5622,MACHO 79.4779.34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MACHO+79.4779.34,Early B Dwarf,Gaia DR3 4661263105168320896,77.371720781334915,-68.917391518378011,2016.0,LMC,None,B0 V,2009PASP..121..634B,B,0.0,V,14.759429,14.654480,14.927740,0.018332,0.024427,14.09,2004AJ....128.1606Z,14.61,2004AJ....128.1606Z,14.85,2004AJ....128.1606Z,-0.30,1970A&A.....4..234F,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,True,1997AJ....114..326A,False,,,,,
BAT99 20,Brey 16a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+16a,WC Binary,Gaia DR3 4658261266658999552,77.474048312885785,-68.881241441396554,2016.0,LMC,None,WC4,2001MNRAS.324...18B,WC,4,None,13.962202,14.011536,13.804520,-0.015281,0.018128,13.08,2002ApJS..141...81M,13.89,2002ApJS..141...81M,13.61,2002ApJS..141...81M,,None,0.10,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
SK -67 69,SK -67 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+69,Early O Giant,Gaia DR3 4658928734538045440,78.583655848643772,-67.134214095102763,2016.0,LMC,None,O4 III(f),1987PASP...99..240G,O,4.0,III,13.073377,12.974589,13.242977,0.037285,0.024709,11.88,1979A&AS...38..239I,12.93,1979A&AS...38..239I,13.09,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,121.0,2009ApJ...700..844P,2500.0,2003ApJ...586..996M,,None,False,None,False,,,,,
SK -69 83,SK -69 83,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+83,Mid O Supergiant,Gaia DR3 4658209344697667584,78.623519775148424,-69.495445298748677,2016.0,LMC,None,O7.5 Iaf,1988ApJ...335..703F,O,7.5,I,11.574119,11.482127,11.712703,-0.080439,0.025644,10.45,1999MNRAS.306..279S,11.47,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,253.0,1973A&AS....9..447B,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
LMC195-1,[MNM2014] LMC195-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC195-1,Early WO Star,Gaia DR3 4658194162011879680,79.543036854710095,-69.217351420361382,2016.0,LMC,LH41,WO2,2014ApJ...788...83M,WO,2,None,15.732681,15.036064,15.231762,-0.111612,0.075409,,None,15.17,2018ApJ...863..181N,15.15,2018ApJ...863..181N,,None,0.13,2022ApJ...931..157A,,None,111000.0,2022ApJ...931..157A,,None,5.41,2022ApJ...931..157A,1.4,2022ApJ...931..157A,,None,,None,3800.0,2022ApJ...931..157A,1.20e-05,2022ApJ...931..157A,False,None,True,,,,,
LH 41-1042,[L72] LH 41-1042,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72[+LH+41-1042,Early WO Star,Gaia DR3 4658194162104362880,79.545380308022544,-69.219836466905349,2016.0,LMC,LH 41,WO4,2012AJ....144..162N,WO,4,None,14.385474,13.869481,14.417489,0.819392,0.118513,12.88,2000AJ....119.2214M,14.26,2000AJ....119.2214M,13.95,2000AJ....119.2214M,,None,,None,,None,150000.0,2015A&A...581A.110T,,None,5.26,2015A&A...581A.110T,0.6,2015A&A...581A.110T,,None,,None,3500.0,2015A&A...581A.110T,8.90e-06,2015A&A...581A.110T,False,None,True,,,,,
SK -69 104,SK -69 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+104,Mid O Supergiant,Gaia DR3 4658276071307909632,79.747854944500858,-69.215220334379339,2016.0,LMC,LH 41,O6 Ib(f),1977ApJ...215...53W,O,6.0,I,12.054440,11.943205,12.246393,0.098651,0.040913,10.86,1972A&AS....6..249A,11.89,1972A&AS....6..249A,12.10,1972A&AS....6..249A,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,268.0,1972A&AS....6..249A,,None,,None,,None,,None,,None,117.0,2009ApJ...700..844P,2160.0,1998MNRAS.300..828P,,None,False,None,False,,,,,
SK -69 106,BAT99 28,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+35517,WC Binary,Gaia DR3 4658169143803787776,79.818158219308032,-69.655556831748413,2016.0,LMC,None,WC4 + O5-6III-V + O,2001MNRAS.324...18B,WC,4,None,12.024623,11.938890,12.179492,-0.051403,0.035862,10.86,1983A&AS...51..505F,11.78,1983A&AS...51..505F,11.97,1983A&AS...51..505F,,None,0.13,2001MNRAS.324...18B,220.0,1990ApJ...348..232M,,None,,None,,None,,None,,None,,None,2916.0,2002AcA....52...81N,,None,True,1990ApJ...348..232M,True,,,,,
SK -67 78,SK -67 78,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+78,Early B Supergiant,Gaia DR3 4658866685180816384,80.079531785627012,-67.301576461938467,2016.0,LMC,None,B3 Ia,1991PASP..103.1123F,B,3.0,I,11.305309,11.272700,11.319232,-0.045515,0.021686,10.49,1972A&AS....6..249A,11.22,1972A&AS....6..249A,11.26,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,336.0,1972A&AS....6..249A,16150.0,2017AJ....154..102U,2.03,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -65 47,SK -65 47,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+47,Early O Supergiant,Gaia DR3 4660631710575777664,80.228015884614422,-65.454965599942938,2016.0,LMC,LH 43,O4 I(n)f+p,2010AJ....139.1283W,O,4.0,I,12.510839,12.404124,12.682307,-0.054398,0.030429,11.27,1975A&AS...19..259I,12.33,1975A&AS...19..259I,12.51,1975A&AS...19..259I,-0.28,1975A&AS...19..259I,0.10,Derived from (B-V)0,227.0,2023.Welty.......pc,40500.0,2012A&A...543A..95R,3.60,2012A&A...543A..95R,5.98,2012A&A...543A..95R,19.8,2012A&A...543A..95R,,None,160.0,2012A&A...543A..95R,2100.0,2012A&A...543A..95R,1.10e-05,2012A&A...543A..95R,False,None,False,,,,,
LMCe169-1,[MNM2015] LMCe169-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe169-1,Early WN Star,Gaia DR3 4660595220540279680,80.345136256617906,-65.880222135835453,2016.0,LMC,None,WN3/O3,2015ApJ...807...81M,WN,3,None,16.994596,16.921928,17.072981,0.133350,0.060881,16.00,2004AJ....128.1606Z,16.93,2004AJ....128.1606Z,17.12,2004AJ....128.1606Z,,None,0.13,2017ApJ...841...20N,,None,100000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.23,2017ApJ...841...20N,1.3,2017ApJ...841...20N,6.0,2017ApJ...841...20N,,None,,None,1.40e-06,2017ApJ...841...20N,False,None,True,,,,,
SK -65 55,BAT99 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+30,Mid WN Star,Gaia DR3 4660554813484441984,80.490412065223410,-65.816727057186370,2016.0,LMC,None,WN6 h,2008MNRAS.389..806S,WN,6.0,None,13.190058,13.136013,13.236044,-0.009781,0.016175,12.16,1983A&AS...51..505F,13.14,1983A&AS...51..505F,13.36,1983A&AS...51..505F,,None,0.07,2014A&A...565A..27H,345.0,2008MNRAS.389..806S,47000.0,2014A&A...565A..27H,,None,5.65,2014A&A...565A..27H,10.0,2014A&A...565A..27H,,None,,None,1000.0,2014A&A...565A..27H,8.90e-06,2014A&A...565A..27H,False,None,False,,,,,
SK -71 19,SK -71 19,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+19,Mid O Giant,Gaia DR3 4651768581712630784,80.565644546270562,-71.360915717433954,2016.0,LMC,LH 50,O6 III,1986AJ.....92...48C,O,6.0,III,14.244310,14.124729,14.427783,-0.008407,0.024663,13.15,2004AJ....128.1606Z,14.03,2004AJ....128.1606Z,14.23,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,242.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
SK -71 21,BAT99 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+32,Mid WN Star,Gaia DR3 4651738821845582464,80.593905132271033,-71.599485968951001,2016.0,LMC,None,WN6(h),1997A&A...320..500C,WN,6.0,None,12.573868,12.514726,12.622031,-0.003437,0.030196,11.48,1983A&AS...51..505F,12.46,1983A&AS...51..505F,12.71,1983A&AS...51..505F,,None,0.08,2014A&A...565A..27H,288.0,2008MNRAS.389..806S,47000.0,2014A&A...565A..27H,,None,5.94,2014A&A...565A..27H,13.9,2014A&A...565A..27H,,None,,None,1600.0,2014A&A...565A..27H,2.30e-05,2014A&A...565A..27H,True,2008MNRAS.389..806S,False,,,,,
SK -68 73,SK -68 73,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+73,Late O,Gaia DR3 4658737591314866688,80.749126544522767,-68.029619817143868,2016.0,LMC,None,WN9pec,2021.Crowther....pc,WN,9.0,None,11.383639,11.548654,11.025499,-0.009670,0.013928,10.92,1975A&AS...19..259I,11.72,1975A&AS...19..259I,11.45,1975A&AS...19..259I,,None,0.37,2014A&A...565A..27H,293.0,2008MNRAS.389..806S,28000.0,2014A&A...565A..27H,,None,6.50,2014A&A...565A..27H,74.8,2014A&A...565A..27H,,None,,None,400.0,2014A&A...565A..27H,3.70e-05,2014A&A...565A..27H,False,None,False,,,,,
SK -71 26,BAT99 34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+34,Early WC Star,Gaia DR3 4651771364852308352,80.791939114867787,-71.347455238217137,2016.0,LMC,None,WC4 + abs,2018ApJ...863..181N,WC,4,None,12.720103,12.610126,12.976055,0.041701,0.031936,11.60,1983A&AS...51..505F,12.57,1983A&AS...51..505F,12.79,1983A&AS...51..505F,,None,0.08,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,2453.0,2002AcA....52...81N,,None,False,None,True,,,,,
LMCe159-1,[MNM2015] LMCe159-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe159-1,Early WN Star,Gaia DR3 4660428816332367360,81.236993225135450,-66.445661322553548,2016.0,LMC,None,WN3/O3,2015ApJ...807...81M,WN,3,None,16.224766,16.124311,16.410780,-0.000858,0.035712,15.21,2004AJ....128.1606Z,16.11,2004AJ....128.1606Z,16.34,2004AJ....128.1606Z,,None,0.13,2017ApJ...841...20N,,None,103000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.73,2017ApJ...841...20N,2.1,2017ApJ...841...20N,14.0,2017ApJ...841...20N,,None,,None,1.00e-06,2017ApJ...841...20N,False,None,True,,,,,
SK -67 101,SK -67 101,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+101,Late O Bright Giant,Gaia DR3 4658681584946177792,81.484361619474214,-67.508001725027341,2016.0,LMC,None,O8 II((f)),2002ApJS..141..443W,O,8.0,II,12.577439,12.466644,12.759809,0.019102,0.030468,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.67,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.04,Derived from (B-V)0,294.0,2023.Welty.......pc,,None,,None,,None,,None,,None,103.0,2009ApJ...700..844P,2005.0,1998MNRAS.300..828P,,None,False,None,False,,,,,
SK -67 104,SK -67 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+104,Late WC Star,Gaia DR3 4658681898503248256,81.516534384378360,-67.499189195770072,2016.0,LMC,LH 54,WC4 + abs,1986ApJ...300..379T,WC,4,None,11.434442,11.337976,11.600443,-0.003057,0.027442,10.29,1996ApJS..104...71O,11.30,1996ApJS..104...71O,11.42,1996ApJS..104...71O,,None,0.08,1998AJ....116.1263O,281.0,1990ApJ...348..232M,,None,,None,,None,,None,,None,,None,,None,,None,True,1990ApJ...348..232M,True,,,,,
SK -67 105,SK -67 105,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+105,O Binary,Gaia DR3 4660192936744572800,81.525801204778787,-67.182437966296447,2016.0,LMC,None,O4 f + O6 V,2003MNRAS.338..141O,O,4.0,None,12.492237,12.350646,12.534321,0.044906,0.039748,11.25,1994A&A...288L...9H,12.28,1994A&A...288L...9H,12.42,1994A&A...288L...9H,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,267.0,2003MNRAS.338..141O,,None,3.61,2003MNRAS.338..141O,,None,16.9,2003MNRAS.338..141O,48.3,2003MNRAS.338..141O,,None,,None,,None,True,2003MNRAS.338..141O,False,,,,,
SK -67 106,SK -67 106,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+106,Early B Supergiant,Gaia DR3 4658678973606061696,81.563426286498014,-67.499972803901201,2016.0,LMC,LH 54,O8 III((f)),1998AJ....116.1263O,O,8.0,III,11.916041,11.787769,12.060700,-0.135312,0.054416,10.76,1998AJ....116.1263O,11.80,1998AJ....116.1263O,11.96,1998AJ....116.1263O,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,309.7,2023A&A...676A..85S,,None,,None,,None,,None,,None,99.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
SK -67 107,SK -67 107,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+107,Early B Supergiant,Gaia DR3 4658679012285241344,81.586164020407551,-67.498790651053724,2016.0,LMC,LH 54,O9 Ib(f),1998AJ....116.1263O,O,9.0,I,12.607091,12.512289,12.769366,-0.001014,0.030234,11.49,1998AJ....116.1263O,12.51,1998AJ....116.1263O,12.67,1998AJ....116.1263O,-0.26,2006A&A...457..637M,0.10,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,82.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
SK -67 108,SK -67 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+108,Early O Giant,Gaia DR3 4658676504024365440,81.610282895151016,-67.622347643061318,2016.0,LMC,None,O4-5 III,1988ApJ...335..703F,O,4.0,III,12.580338,12.445068,12.752426,0.031124,0.036438,11.33,2002ApJS..141...81M,12.37,2002ApJS..141...81M,12.57,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,337.0,1982A&AS...48..409F,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -68 80,BAT99 39,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+39,WC Binary,Gaia DR3 4658486662151050240,81.626107151358980,-68.840969229231334,2016.0,LMC,LH 58,WC4 + O6 III/V,2001MNRAS.324...18B,WC,4,None,12.430601,12.246480,12.602715,-0.049929,0.056648,11.19,1983A&AS...51..505F,12.19,1983A&AS...51..505F,12.42,1983A&AS...51..505F,,None,0.08,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,3380.0,2002AcA....52...81N,,None,True,2001MNRAS.324...33B,True,,,,,
LH 58-496,[L72] LH 58-496,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+58-496,Mid O Dwarf,Gaia DR3 4658488247029968768,81.683261784692789,-68.811680663842566,2016.0,LMC,LH 58,O5 V((f)),2000AJ....119.2214M,O,5.0,V,13.712599,13.580832,13.893057,0.034580,0.023425,12.41,1994AJ....108.1256G,13.51,1994AJ....108.1256G,13.73,1994AJ....108.1256G,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,42000.0,2005ApJ...627..477M,4.00,2005ApJ...627..477M,5.48,2005ApJ...627..477M,10.5,2005ApJ...627..477M,44.0,2005ApJ...627..477M,,None,2400.0,2005ApJ...627..477M,6.00e-07,2005ApJ...627..477M,False,None,False,,,,,
SK -67 111,SK -67 111,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+111,Mid O Supergiant,Gaia DR3 4658684681642882304,81.700343979716138,-67.491604490345665,2016.0,LMC,LH 60,O6 Ia(n)fpv,2010AJ....139.1283W,O,6.0,I,12.520970,12.415200,12.699505,-0.025709,0.030352,11.33,2002ApJS..141...81M,12.39,2002ApJS..141...81M,12.60,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,247.0,2023.Welty.......pc,,None,,None,,None,,None,,None,230.0,2010AJ....139.1283W,2000.0,2003ApJ...586..996M,,None,False,None,False,,,,,
BI 173,BI 173,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+173,Late O Bright Giant,Gaia DR3 4658104341338342528,81.791455138308208,-69.132345159559051,2016.0,LMC,None,O8 II:,2002ApJS..141..443W,O,8.0,II,12.927148,12.845310,13.057263,0.011576,0.025532,11.78,2002ApJS..141...81M,12.80,2002ApJS..141...81M,12.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,285.0,2009ApJ...692..618M,34500.0,2009ApJ...692..618M,3.40,2009ApJ...692..618M,5.60,2009ApJ...692..618M,17.6,2009ApJ...692..618M,40.0,2009ApJ...692..618M,200.0,2009ApJ...692..618M,1950.0,1998MNRAS.300..828P,1.60e-06,2009ApJ...692..618M,False,None,False,,,,,
SK -66 97,LHA 120-S 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LHA+120-S+35,B[e] Supergiant,Gaia DR3 4660335460935694848,81.824346718775175,-66.368228914120863,2016.0,LMC,None,sgB[e],1998A&A...340..117L,B[e],None,None,13.008213,13.103958,12.653229,-0.046299,0.016646,11.73,1995A&A...302..409G,12.57,1995A&A...302..409G,12.54,1995A&A...302..409G,,None,0.07,1995A&A...302..409G,308.0,1995A&A...302..409G,22000.0,1995A&A...302..409G,3.00,1995A&A...302..409G,5.20,1995A&A...302..409G,28.0,1995A&A...302..409G,22.0,1995A&A...302..409G,159.0,2009ApJ...700..844P,,None,,None,False,None,True,,,,,
SK -67 118,SK -67 118,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+118,Mid O Dwarf,Gaia DR3 4660188538698179200,81.888756066503063,-67.291755936602101,2016.0,LMC,None,O7 V,1995ApJ...438..188M,O,7.0,V,13.091378,12.836621,13.180471,0.141680,0.314284,11.76,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.98,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,61.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
SK -69 140,SK -69 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+140,Early B Supergiant,Gaia DR3 4658097405057911808,81.914139132062260,-69.211625404686416,2016.0,LMC,None,B4 I,1978A&AS...31..243R,B,4.0,I,12.685122,12.616160,12.782606,-0.036396,0.026180,11.66,2002ApJS..141...81M,12.61,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -66 100,SK -66 100,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+100,Mid O Bright Giant,Gaia DR3 4660223379469868416,81.939381736361355,-66.920913088864111,2016.0,LMC,None,O6 II(f),1995PASP..107..104W,O,6.0,II,13.215230,13.097977,13.414654,0.027119,0.027172,11.99,1979A&AS...38..239I,13.05,1979A&AS...38..239I,13.26,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,309.0,1995PASP..107..104W,39000.0,2012A&A...537A..79R,3.70,2012A&A...537A..79R,5.59,2012A&A...537A..79R,13.7,2012A&A...537A..79R,,None,59.0,2012A&A...537A..79R,2075.0,2012A&A...537A..79R,8.30e-07,2012A&A...537A..79R,False,None,False,,,,,
LMC199-1,[MNM2014] LMC199-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC199-1,Early WN Star,Gaia DR3 4658058441099224576,82.113024820469334,-69.110060702868935,2016.0,LMC,None,WN3/O3 V,2018ApJ...863..181N,WN,3,None,16.595001,16.482727,16.731861,0.062872,0.046677,17.07,2004AJ....128.1606Z,16.83,2004AJ....128.1606Z,16.66,2004AJ....128.1606Z,,None,0.13,2017ApJ...841...20N,,None,100000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.47,2017ApJ...841...20N,1.7,2017ApJ...841...20N,9.0,2017ApJ...841...20N,,None,,None,1.50e-06,2017ApJ...841...20N,False,None,True,,,,,
LMC170-2,[MNM2014] LMC170-2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC170-2,Early WN Star,Gaia DR3 4658048786010714880,82.325797320742055,-69.328659577786183,2016.0,LMC,None,WN3/O3 V,2018ApJ...863..181N,WN,3,None,16.146210,16.014183,16.354939,-0.002758,0.037155,14.76,2002ApJS..141...81M,15.79,2002ApJS..141...81M,16.04,2002ApJS..141...81M,,None,,2017ApJ...841...20N,,None,100000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.69,2017ApJ...841...20N,2.2,2017ApJ...841...20N,15.0,2017ApJ...841...20N,,None,,None,1.50e-06,2017ApJ...841...20N,False,None,True,,,,,
SK -71 35,SK -71 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+35,Early B Bright Giant,Gaia DR3 4651835961162249984,82.517431213744374,-71.132283310067351,2016.0,LMC,None,B1 II,2018A&A...615A..40R,B,1.0,II,12.990912,12.923862,12.996286,0.057042,0.098469,11.94,2002ApJS..141...81M,12.88,2002ApJS..141...81M,12.97,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.12,2018A&A...615A..40R,160.0,2018A&A...615A..40R,23000.0,2018A&A...615A..40R,2.80,2018A&A...615A..40R,5.34,2018A&A...615A..40R,29.5,2018A&A...615A..40R,20.0,2018A&A...615A..40R,87.0,2018A&A...615A..40R,400.0,2018A&A...615A..40R,1.10e-06,2018A&A...615A..40R,False,None,False,,,,,
