target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
AV 251,AzV 251,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+251,Mid O Dwarf,Gaia DR3 4685990709381204864,15.092318855232065,-72.513542360368930,2016.0,SMC,None,O7.5 V,2016ApJ...817..113L,O,7.5,V,14.627558,14.492914,14.844198,-0.071807,0.032832,13.32,2002ApJS..141...81M,14.34,2002ApJS..141...81M,14.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,33100.0,2018ApJ...868...57C,,None,4.89,2018ApJ...868...57C,8.5,"Derived from L,Teff",,None,,None,,None,,None,False,None,False,,,,,
AV 258,AzV 258,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+258,Late O Giant,Gaia DR3 4687491886293188608,15.185510694180289,-72.497320815218202,2016.0,SMC,None,O9 III,1997AJ....114.1951S,O,9,III,13.850812,13.807230,13.874790,-0.029038,0.015228,12.68,2002ApJS..141...81M,13.68,2002ApJS..141...81M,13.69,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.26,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 261,AzV 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+261,Early B Supergiant,Gaia DR3 4687491164738701056,15.244675809801659,-72.513959978489808,2016.0,SMC,None,B2 Ibe,2004MNRAS.353..601E,B,2.0,I,13.777437,13.765141,13.751274,-0.058741,0.014831,12.90,2002ApJS..141...81M,13.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.09,Derived from (B-V)0,158.0,2012MNRAS.421.3622P,,None,,None,,None,,None,,None,87.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
AV 264,AzV 264,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+264,Early B Supergiant,Gaia DR3 4690520387983090432,15.282359494021849,-71.999667844240832,2016.0,SMC,None,B1 Ia,1997A&A...317..871L,B,1.0,I,12.348894,12.270245,12.466249,-0.041783,0.030644,11.33,1977A&AS...30..261A,12.24,1977A&AS...30..261A,12.37,1977A&AS...30..261A,-0.19,1970A&A.....4..234F,0.06,Derived from (B-V)0,142.0,2005A&A...434..677T,22500.0,2005A&A...434..677T,2.55,2005A&A...434..677T,5.44,2005A&A...434..677T,34.8,2005A&A...434..677T,29.0,2005A&A...434..677T,85.0,2005A&A...434..677T,600.0,2004ApJ...607..451E,2.90e-07,2005A&A...434..677T,False,None,False,,,,,
AV 266,AzV 266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+266,Early B Supergiant,Gaia DR3 4687492298609966464,15.289144950694299,-72.457934535237300,2016.0,SMC,None,B1 I,2016ApJ...817..113L,B,1.0,I,12.542026,12.470773,12.661659,-0.035958,0.027971,11.47,2002ApJS..141...81M,12.43,2002ApJS..141...81M,12.55,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.07,Derived from (B-V)0,149.0,2016ApJ...817..113L,18200.0,2018ApJ...868...57C,,None,5.09,2018ApJ...868...57C,35.3,"Derived from L,Teff",,None,61.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
AV 267,AzV 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+267,Late O Dwarf,Gaia DR3 4690507022042458624,15.315394446770068,-72.109830377930450,2016.0,SMC,None,O8 V,2016ApJ...817..113L,O,8.0,V,14.861048,14.723114,15.117496,-0.017838,0.031384,13.53,2002ApJS..141...81M,14.58,2002ApJS..141...81M,14.84,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,230.0,2016ApJ...817..113L,35700.0,2013A&A...555A...1B,4.04,2013A&A...555A...1B,4.90,2013A&A...555A...1B,7.4,"Derived from L,Teff",21.5,2013A&A...555A...1B,220.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,2.50e-09,2013A&A...555A...1B,False,None,False,,,,,
AV 287,AzV 287,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+287,Late O Supergiant,Gaia DR3 4690502452197478528,15.488440268906375,-72.211733421888596,2016.0,SMC,None,O9.5 Iw,1983ApJ...265..716W,O,9.5,I,13.112854,13.001240,13.291280,-0.024759,0.022967,11.93,1975A&AS...22..285A,12.86,1975A&AS...22..285A,12.86,1975A&AS...22..285A,-0.26,2006A&A...457..637M,0.26,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 296,AzV 296,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+296,Mid O Dwarf,Gaia DR3 4690501661923520768,15.536044819195418,-72.222230702907950,2016.0,SMC,None,O7.5 V((f)),2004ApJ...608.1001M,O,7.5,V,14.335540,14.217471,14.544363,-0.017934,0.025993,13.05,2002ApJS..141...81M,14.07,2002ApJS..141...81M,14.26,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,35000.0,2004ApJ...608.1001M,3.50,2004ApJ...608.1001M,5.30,2004ApJ...608.1001M,11.9,2004ApJ...608.1001M,16.0,2004ApJ...608.1001M,,None,2000.0,2004ApJ...608.1001M,5.00e-07,2004ApJ...608.1001M,False,None,False,,,,,
AV 304,AzV 304,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+304,Early B Dwarf,Gaia DR3 4687474122305879424,15.589519586944876,-72.654057323108958,2016.0,SMC,None,B0.5 V,1982PASP...94...31C,B,0.5,V,14.933154,14.806369,15.099901,0.011322,0.027306,13.74,2002ApJS..141...81M,14.66,2002ApJS..141...81M,14.77,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.17,Derived from (B-V)0,129.0,2003A&A...400...21R,27500.0,2005A&A...436..687H,3.90,2005A&A...436..687H,,None,,None,,None,11.0,2003A&A...400...21R,,None,,None,False,None,False,,,,,
AV 307,AzV 307,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+307,Late O Giant,Gaia DR3 4687473911837161344,15.634099307869828,-72.661830387206905,2016.0,SMC,None,O9 III,1987AJ.....93.1070G,O,9.0,III,14.006843,13.894485,14.200778,0.013717,0.024271,12.82,2002ApJS..141...81M,13.80,2002ApJS..141...81M,13.96,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.10,2021A&A...647A.134B,,None,30000.0,2021A&A...647A.134B,3.50,2021A&A...647A.134B,5.15,2021A&A...647A.134B,13.9,"Derived from L,Teff",22.5,2021A&A...647A.134B,60.0,2021A&A...647A.134B,1300.0,2021A&A...647A.134B,4.80e-09,2021A&A...647A.134B,False,None,False,,,,,
AV 314,AzV 314,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+314,Mid B Supergiant,Gaia DR3 4687498277203924608,15.702097816428880,-72.279279651659195,2016.0,SMC,None,B5 Iab,1997A&A...317..871L,B,5.0,I,12.991528,12.950577,13.060779,0.004918,0.017630,11.98,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.87,2002ApJS..141...81M,-0.10,1970A&A.....4..234F,0.00,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 317,AzV 317,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+317,Early B Supergiant,Gaia DR3 4690531520539301248,15.716470836463612,-71.806892166767781,2016.0,SMC,None,B0 Iw,1987AJ.....93.1070G,B,0,I,12.850753,12.748715,13.044208,0.018971,0.029616,11.64,2002ApJS..141...81M,12.69,2002ApJS..141...81M,12.88,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.05,Derived from (B-V)0,118.0,2016ApJ...817..113L,26900.0,2018ApJ...868...57C,,None,5.40,2018ApJ...868...57C,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 321,AzV 321,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+321,Early B Giant,Gaia DR3 4690508980549304704,15.737852011541552,-72.135870447097957,2016.0,SMC,None,O9 IInp,2010AJ....139.1283W,O,9.0,II,13.803078,13.691024,13.997270,-0.007467,0.025741,12.54,2002ApJS..141...81M,13.57,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.07,Derived from (B-V)0,86.0,2008MNRAS.386..826E,,None,,None,,None,,None,,None,357.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
AV 324,AzV 324,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+324,Early B Supergiant,Gaia DR3 4690507881037706112,15.763445883204508,-72.187742439692045,2016.0,SMC,None,B4 Iab,1997AJ....114.1951S,B,4.0,I,12.966162,12.942570,12.995510,-0.013274,0.020787,12.11,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.84,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 326,AzV 326,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+326,Early B Subgiant,Gaia DR3 4687481750167305472,15.788633192669932,-72.432539221601616,2016.0,SMC,None,O9 V,1995ApJ...438..188M,O,9.0,V,14.471352,14.268918,14.610515,-0.017760,0.028387,12.84,2002ApJS..141...81M,13.80,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.14,Derived from (B-V)0,160.0,2008MNRAS.386..826E,32400.0,2013A&A...555A...1B,4.03,2013A&A...555A...1B,4.81,2013A&A...555A...1B,8.1,"Derived from L,Teff",18.8,2013A&A...555A...1B,200.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,7.10e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 327,AzV 327,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+327,Late O Bright Giant,Gaia DR3 4690512691400904448,15.793960460227114,-72.037320829996546,2016.0,SMC,None,O9.5 II-Ibw,2000PASP..112.1243W,O,9.5,II,13.277490,13.165842,13.468357,-0.083165,0.025279,11.83,2002ApJS..141...81M,12.87,2002ApJS..141...81M,13.03,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,2021A&A...647A.134B,177.0,2004ApJ...607..451E,30000.0,2021A&A...647A.134B,3.12,2021A&A...647A.134B,5.54,2021A&A...647A.134B,21.8,"Derived from L,Teff",22.8,2021A&A...647A.134B,95.0,2021A&A...647A.134B,1500.0,2021A&A...647A.134B,1.30e-07,2021A&A...647A.134B,False,None,False,,,,,
MOA J010321.3-720538,MOA J010321.3-720538,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MOA+J010321.3-720538,O Binary,Gaia DR3 4690509324146632704,15.838766137062500,-72.093938429236161,2016.0,SMC,NGC 371,O6 V + O4/5 III(f),2003MNRAS.341..583M,O,6,V,13.611076,13.454674,13.811211,0.131276,0.037857,12.29,2000AJ....119.2214M,13.33,2000AJ....119.2214M,13.56,2000AJ....119.2214M,-0.27,2006A&A...457..637M,0.04,Derived from (B-V)0,183.0,2003MNRAS.341..583M,,None,3.79,2003MNRAS.339..157H,,None,10.2,2003MNRAS.339..157H,23.6,2003MNRAS.339..157H,,None,,None,,None,True,2003MNRAS.341..583M,True,,,,,
AV 332,SK 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+108,WN Binary,Gaia DR3 4690509113669470592,15.855129508105762,-72.112188021720740,2016.0,SMC,NGC 371,WN3:h + O5.5 V + O5.5 I(f) + O7.5 V,2018A&A...616A.103S,WN,3.0,None,12.410373,12.287379,12.635050,0.036911,0.037216,11.11,1977A&AS...30..261A,12.14,1977A&AS...30..261A,12.37,1977A&AS...30..261A,,None,0.08,2018A&A...616A.103S,196.0,2003MNRAS.341..583M,80000.0,2018A&A...616A.103S,,None,5.87,2018A&A...616A.103S,4.7,2018A&A...616A.103S,,None,,None,2000.0,2018A&A...616A.103S,6.30e-06,2018A&A...616A.103S,True,2018A&A...616A.103S,False,,,,,
AV 343,AzV 343,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+343,Mid B Supergiant,Gaia DR3 4687427152541020288,15.984170056264082,-72.701745566770356,2016.0,SMC,None,B6 Iab,1997AJ....114.1951S,B,6.0,I,13.037437,13.029136,13.038326,0.027007,0.016134,12.32,2002ApJS..141...81M,12.95,2002ApJS..141...81M,12.99,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
IC1613 BUG C10,[BUG2007] C 10,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+C+10,Early B Supergiant,Gaia DR3 2539073064965819264,16.180757518053884,2.172884049563634,2016.0,IC 1613,None,B1.5 Ib,2007ApJ...671.2028B,B,1.5,I,18.836634,18.698423,18.939777,-0.275039,0.230975,,None,,None,18.82,2007ApJ...671.2028B,-0.17,1970A&A.....4..234F,,None,-272.0,2007ApJ...671.2028B,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
IC1613 BUG B11,[BUG2007] B 11,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+B+11,Late O Supergiant,Gaia DR3 2539071450058445312,16.182636195073108,2.112544895712178,2016.0,IC 1613,None,O9.5 I,2007ApJ...671.2028B,O,9.5,I,18.632427,18.492397,18.734751,-0.059422,0.205684,17.45,2009A&A...502.1015G,18.49,2009A&A...502.1015G,18.62,2009A&A...502.1015G,-0.26,2006A&A...457..637M,0.13,Derived from (B-V)0,-240.0,2011ApJ...741L...8T,30000.0,2015MNRAS.449.1545B,3.25,2015MNRAS.449.1545B,5.45,2015MNRAS.449.1545B,19.7,"Derived from L,Teff",22.3,2015MNRAS.449.1545B,,None,1300.0,2015MNRAS.449.1545B,1.50e-08,2015MNRAS.449.1545B,False,None,True,,,,,
AV 362,AzV 362,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+362,Early B Supergiant,Gaia DR3 4687507584364583040,16.205633532266134,-72.106045850973672,2016.0,SMC,None,B3 Ia,1997A&A...317..871L,B,3.0,I,11.340188,11.313498,11.309533,-0.065303,0.022170,10.58,1977A&AS...30..261A,11.34,1977A&AS...30..261A,11.36,1977A&AS...30..261A,-0.13,1970A&A.....4..234F,0.11,Derived from (B-V)0,208.0,2004A&A...417..217T,14000.0,2004A&A...417..217T,1.70,2004A&A...417..217T,5.50,2004A&A...417..217T,96.0,2004A&A...417..217T,30.0,2004A&A...417..217T,51.0,2004A&A...417..217T,270.0,2004A&A...417..217T,8.00e-07,2004A&A...417..217T,False,None,False,,,,,
AV 372,AzV 372,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+372,Late O Supergiant,Gaia DR3 4687411518857964032,16.232262314486288,-72.780045859667595,2016.0,SMC,None,O9.5 Iabw,2002ApJS..141..443W,O,9.5,I,12.594782,12.499693,12.750835,-0.073862,0.029426,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.59,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,262.0,2004ApJ...610.1021E,28000.0,2004ApJ...610.1021E,3.10,2004ApJ...610.1021E,5.62,2004ApJ...610.1021E,27.5,2004ApJ...610.1021E,,None,120.0,2004ApJ...610.1021E,1550.0,2004ApJ...610.1021E,1.00e-06,2004ApJ...610.1021E,False,None,False,,,,,
IC1613 BUG B4,[BUG2007] B 4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+B+4,Early B Supergiant,Gaia DR3 2539072107187468672,16.248157363805031,2.154502539780385,2016.0,IC 1613,None,B1.5 Ia,2007ApJ...671.2028B,B,1.5,I,18.268787,18.125830,18.363701,-0.073945,0.167310,17.13,2009A&A...502.1015G,18.10,2009A&A...502.1015G,18.23,2009A&A...502.1015G,-0.18,1970A&A.....4..234F,0.05,Derived from (B-V)0,-243.0,2007ApJ...671.2028B,22500.0,2007ApJ...671.2028B,2.60,2007ApJ...671.2028B,5.20,2007ApJ...671.2028B,27.0,2007ApJ...671.2028B,11.0,2007ApJ...671.2028B,,None,875.0,2014ApJ...788...64G,,None,False,None,True,,,,,
IC1613 GHV 61331,[GHV2009] Star 61331,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GHV2009]+Star+61331,Late O Bright Giant,Gaia DR3 2539060386222354944,16.250671205111569,2.153663793524546,2016.0,IC 1613,None,O9.7 II,2013A&A...551A..74G,O,9.7,II,19.335352,18.958229,19.130611,2.982534,0.481924,17.93,2013A&A...551A..74G,18.93,2013A&A...551A..74G,19.14,2013A&A...551A..74G,-0.26,2006A&A...457..637M,0.05,Derived from (B-V)0,-180.0,2013A&A...551A..74G,33000.0,2013A&A...551A..74G,3.80,2013A&A...551A..74G,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
IC1613 GHV 62024,[GHV2009] Star 62024,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GHV2009]+Star+62024,Mid O Giant,Gaia DR3 2539060351862616448,16.252721682334489,2.147040773884975,2016.0,IC 1613,None,O6.5 IIIf,2012A&A...543A..85H,O,6.5,III,19.638748,19.456402,19.780416,0.123462,0.402085,18.69,2012A&A...543A..85H,19.44,2012A&A...543A..85H,19.60,2012A&A...543A..85H,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,-234.0,2014ApJ...788...64G,36500.0,2012A&A...543A..85H,3.60,2012A&A...543A..85H,5.29,2012A&A...543A..85H,11.1,2012A&A...543A..85H,18.3,2012A&A...543A..85H,,None,1250.0,2014ApJ...788...64G,4.30e-07,2012A&A...543A..85H,False,None,True,,,,,
IC1613 BUG A10,[BUG2007] A 10,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007+A+10,Early B Supergiant,Gaia DR3 2539073687736158848,16.253822484284719,2.178220409396540,2016.0,IC 1613,None,B1 Ia,2007ApJ...671.2028B,B,1,I,17.410099,17.303057,17.533730,0.140166,0.105132,16.30,2009A&A...502.1015G,17.28,2009A&A...502.1015G,17.42,2009A&A...502.1015G,-0.22,1970A&A.....4..234F,0.08,Derived from (B-V)0,-255.0,2014ApJ...788...64G,25000.0,2007ApJ...671.2028B,2.70,2007ApJ...671.2028B,5.71,2007ApJ...671.2028B,38.0,2007ApJ...671.2028B,27.0,2007ApJ...671.2028B,,None,1075.0,2014ApJ...788...64G,,None,False,None,True,,,,,
AV 374,AzV 374,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+374,Early B Supergiant,Gaia DR3 4687483880472767872,16.257775571497938,-72.448279348896961,2016.0,SMC,None,B2 Ib,1997A&A...317..871L,B,2.0,I,13.105992,12.999206,13.212985,0.006818,0.030081,12.04,2002ApJS..141...81M,12.91,2002ApJS..141...81M,13.04,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,18500.0,2005A&A...434.1125D,2.50,2005A&A...434.1125D,,None,,None,,None,47.0,2006A&A...451..603D,,None,,None,False,None,False,,,,,
IC1613 BUG B7,[BUG2007] B 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+B++7,Late O Bright Giant,Gaia DR3 2539060283142934656,16.258244777814916,2.134765838425285,2016.0,IC 1613,None,O9 II,2014ApJ...788...64G,O,9,II,18.940367,18.834425,19.329489,-0.050301,0.340893,17.73,2014ApJ...788...64G,18.76,2014ApJ...788...64G,18.96,2014ApJ...788...64G,-0.26,2006A&A...457..637M,0.06,Derived from (B-V)0,-234.0,2014ApJ...788...64G,35050.0,2014A&A...572A..36T,3.74,2014A&A...572A..36T,5.32,2014A&A...572A..36T,12.6,2014A&A...572A..36T,28.4,2014A&A...572A..36T,270.0,2014A&A...572A..36T,1000.0,2014ApJ...788...64G,,None,False,None,True,,,,,
IC1613 GHV 64066,[GHV2009] Star 64066,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GHV2009]+Star+64066,Early O Giant,Gaia DR3 2539060386222149120,16.258657852546108,2.157825152060011,2016.0,IC 1613,None,O3 III((f)),2013A&A...551A..74G,O,3,III,18.996675,18.664284,19.046858,0.108869,0.277689,17.70,2013A&A...551A..74G,18.82,2013A&A...551A..74G,19.03,2013A&A...551A..74G,-0.28,2006A&A...457..637M,0.07,Derived from (B-V)0,-240.0,2013A&A...551A..74G,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
IC1613 BUG B2,[BUG2007] B 2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+B+2,Mid O Giant,Gaia DR3 2539073614721142656,16.262802109871057,2.167956865992828,2016.0,IC 1613,None,O7.5 III-V((f)),2014ApJ...788...64G,O,7.5,III,19.632051,19.459757,19.848471,-0.177171,0.435945,18.37,2013A&A...551A..74G,19.42,2013A&A...551A..74G,19.62,2013A&A...551A..74G,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,-270.0,2013A&A...551A..74G,,None,,None,,None,,None,,None,,None,1500.0,2014ApJ...788...64G,,None,False,None,True,,,,,
IC1613 GHV 67559,[GHV2009] Star 67559,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GHV2009]+Star+67559,Late O Giant,Gaia DR3 2539061863691450368,16.269882413264995,2.156465351418545,2016.0,IC 1613,None,O8.5 III((f)),2014ApJ...788...64G,O,8.5,III,19.209684,19.191126,19.500000,-0.109923,0.320622,18.00,2014ApJ...788...64G,19.04,2014ApJ...788...64G,19.24,2014ApJ...788...64G,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,-234.0,2014ApJ...788...64G,,None,,None,,None,,None,,None,,None,1500.0,2014ApJ...788...64G,,None,False,None,True,,,,,
IC1613 GHV 67684,[GHV2009] Star 67684,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GHV2009]+Star+67684,Late O Supergiant,Gaia DR3 2539061867985436672,16.270354591384429,2.159073651472497,2016.0,IC 1613,None,O8.5 I,2013A&A...551A..74G,O,8.5,I,19.041195,18.906475,19.265686,0.686480,0.279042,17.75,2013A&A...551A..74G,18.81,2013A&A...551A..74G,19.02,2013A&A...551A..74G,-0.26,2006A&A...457..637M,0.05,Derived from (B-V)0,-260.0,2013A&A...551A..74G,38500.0,2013A&A...551A..74G,3.80,2013A&A...551A..74G,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
IC1613 BUG A13,[BUG2007] A 13,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+A+13,Early O Dwarf,Gaia DR3 2539073649080572800,16.276075857987891,2.178683427805234,2016.0,IC 1613,None,O3-4 V((f)),2014ApJ...788...64G,O,3,V,18.942207,18.831255,19.226240,-1.046120,0.248914,17.65,2014ApJ...788...64G,18.73,2014ApJ...788...64G,18.96,2014ApJ...788...64G,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,-240.0,2014ApJ...788...64G,42500.0,2015MNRAS.449.1545B,3.75,2015MNRAS.449.1545B,5.62,2015MNRAS.449.1545B,11.9,"Derived from L,Teff",27.6,2015MNRAS.449.1545B,,None,2200.0,2014ApJ...788...64G,2.50e-07,2015MNRAS.449.1545B,False,None,True,,,,,
IC1613 BUG B3,[BUG2007] B 3,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[BUG2007]+B+3,Early B Supergiant,Gaia DR3 2539061799266686464,16.276569990867060,2.158723732945396,2016.0,IC 1613,None,B0 Ia,2007ApJ...671.2028B,B,0,I,17.742010,17.502558,17.831949,0.004157,0.133174,16.56,2009A&A...502.1015G,17.54,2009A&A...502.1015G,17.69,2009A&A...502.1015G,-0.24,1970A&A.....4..234F,0.09,Derived from (B-V)0,-250.0,2007ApJ...671.2028B,24500.0,2007ApJ...671.2028B,2.65,2007ApJ...671.2028B,5.53,2007ApJ...671.2028B,32.0,2007ApJ...671.2028B,19.0,2007ApJ...671.2028B,,None,,2014ApJ...788...64G,,None,False,None,True,,,,,
AV 377,AzV 377,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+377,Mid O Dwarf,Gaia DR3 4687411209620332672,16.280770669386900,-72.805204149471948,2016.0,SMC,None,O5 V((f)),2004MNRAS.353..601E,O,5.0,V,14.548673,14.408266,14.796354,-0.001312,0.031022,13.19,2002ApJS..141...81M,14.25,2002ApJS..141...81M,14.45,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,178.0,2008MNRAS.386..826E,45500.0,2004ApJ...608.1001M,4.00,2004ApJ...608.1001M,5.54,2004ApJ...608.1001M,9.1,2004ApJ...608.1001M,45.0,2005ApJ...627..477M,,None,2350.0,2004ApJ...608.1001M,1.00e-07,2004ApJ...608.1001M,False,None,False,,,,,
AV 388,AzV 388,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+388,Early O Dwarf,Gaia DR3 4687482643522255744,16.414722033134783,-72.490821917530795,2016.0,SMC,None,O4 V,1987AJ.....93.1070G,O,4.0,V,14.088891,13.966116,14.318687,0.036535,0.027330,12.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,14.09,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.07,Derived from (B-V)0,282.0,2008MNRAS.386..826E,43100.0,2013A&A...555A...1B,4.01,2013A&A...555A...1B,5.54,2013A&A...555A...1B,10.6,"Derived from L,Teff",42.0,2013A&A...555A...1B,150.0,2013A&A...555A...1B,2100.0,2013A&A...555A...1B,1.00e-07,2013A&A...555A...1B,False,None,False,,,,,
AV 393,SK 124,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+124,Early B Supergiant,Gaia DR3 4687488965713758336,16.484678000330796,-72.329105833853745,2016.0,SMC,None,B1.5 Ia,1987AJ.....93.1070G,B,1.5,I,11.499078,11.467445,11.489514,0.087648,0.021425,10.55,1977A&AS...30..261A,11.41,1977A&AS...30..261A,11.43,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.16,Derived from (B-V)0,148.8,2010ApJ...719.1784N,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 410,AzV 410,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+410,Early B Giant,Gaia DR3 4687530747148633216,16.687892343102998,-72.056850690050382,2016.0,SMC,None,B0 III,1987AJ.....93.1070G,B,0.0,III,13.262937,13.164749,13.437125,0.036240,0.022577,12.11,2002ApJS..141...81M,13.06,2002ApJS..141...81M,13.21,2002ApJS..141...81M,-0.30,1970A&A.....4..234F,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
