target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
2dFS 163,2dFS 163,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+163,Late O Supergiant,Gaia DR2 4688838203919272832,9.242666804,-73.39255191,2015.5,SMC,None,O8 Ib(f),2004MNRAS.353..601E,O,8,I,13.84,2002AJ....123..855Z,14.95,2002AJ....123..855Z,15.11,2002AJ....123..855Z,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 6,AzV 6,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+6,Late O Giant,Gaia DR2 4685852102139246976,11.32586344,-73.25638696,2015.5,SMC,None,O9 III,1997A&A...317..871L,O,9,III,12.45,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.31,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.31,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2017MNRAS.472.2241Z
AV 14,AzV 14,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+14,Early O Dwarf,Gaia DR2 4688857372328703488,11.63597778,-73.10155081,2015.5,SMC,None,O5 V,2004ApJ...608.1001M,O,5,V,12.38,2002ApJS..141...81M,13.38,2002ApJS..141...81M,13.55,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.11,Derived from (B-V)0,44000,2004ApJ...608.1001M,4,2004ApJ...608.1001M,5.82,2004ApJ...608.1001M,14.2,2004ApJ...608.1001M,74,2004ApJ...608.1001M,261,2009ApJ...700..844P,2000,2004ApJ...608.1001M,1.00E-07,2004ApJ...608.1001M,FALSE,None
AV 15,AzV 15,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+15,Mid O Bright Giant,Gaia DR2 4685835403303046784,11.67567042,-73.4154202,2015.5,SMC,None,O6.5 II(f),2000PASP..112.1243W,O,6.5,II,11.9,2002ApJS..141...81M,12.93,2002ApJS..141...81M,13.12,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.1,2021A&A...647A.134B,39000,2021A&A...647A.134B,3.61,2021A&A...647A.134B,5.83,2021A&A...647A.134B,18,"Derived from L,Teff",47.2,2021A&A...647A.134B,120,2021A&A...647A.134B,2050,2021A&A...647A.134B,1.10E-06,2021A&A...647A.134B,FALSE,None
AV 16,AzV 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+16,Early B Dwarf,Gaia DR2 4685854571724688768,11.72930113,-73.14282157,2015.5,SMC,None,sgB0[e|,1998A&A...340..117L,B,0,I,12.29,2002ApJS..141...81M,13.1,2002ApJS..141...81M,12.97,2002ApJS..141...81M,,None,0.07,1996A&A...309..505Z,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1996A&A...309..505Z
AV 18,AzV 18,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+18,Early B Supergiant,Gaia DR2 4688950933906863488,11.8009131,-73.10920338,2015.5,SMC,None,B2 Ia,1997A&A...317..871L,B,2,I,11.7,1977A&AS...30..261A,12.49,1977A&AS...30..261A,12.46,1977A&AS...30..261A,-0.17,1970A&A.....4..234F,0.2,Derived from (B-V)0,19000,2004A&A...417..217T,2.3,2004A&A...417..217T,5.44,2004A&A...417..217T,49,2004A&A...417..217T,28,2004A&A...417..217T,49,2004A&A...417..217T,325,2004ApJ...607..451E,2.30E-07,2004A&A...417..217T,FALSE,None
AV 22,AzV 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+22,Mid B Supergiant,Gaia DR2 4685948275085827328,11.91143027,-73.13024188,2015.5,SMC,None,B5 Ia,1997A&A...317..871L,B,5,I,11.53,1980A&AS...42....1A,12.19,1980A&AS...42....1A,12.2,1980A&AS...42....1A,-0.09,1970A&A.....4..234F,0.08,Derived from (B-V)0,14500,2004A&A...417..217T,1.9,2004A&A...417..217T,5.04,2004A&A...417..217T,53,2004A&A...417..217T,19,2004A&A...417..217T,46,2004A&A...417..217T,280,2004A&A...417..217T,2.30E-07,2004A&A...417..217T,FALSE,None
AV 39a,AzV 39a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+39a,Mid WN Star,Gaia DR2 4685931438808874496,12.12852969,-73.26273594,2015.5,SMC,None,WN5ha,2003MNRAS.338..360F,WN,5,none,13.08,2002ApJS..141...81M,14.08,2002ApJS..141...81M,14.26,2002ApJS..141...81M,,None,0.1,2015A&A...581A..21H,47000,2015A&A...581A..21H,,None,5.57,2015A&A...581A..21H,9.1,2015A&A...581A..21H,43,2015A&A...581A..21H,,None,900,2015A&A...581A..21H,1.80E-06,2015A&A...581A..21H,FALSE,None
AV 43,AzV 43,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+43,Early B Dwarf,Gaia DR2 4688971141771555072,12.19958476,-72.77358644,2015.5,SMC,None,B0.5 III,2013ApJ...763..101L,B,0.2,V,12.8,2002ApJS..141...81M,13.76,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.3,1970A&A.....4..234F,0.08,2021A&A...647A.134B,28500,2021A&A...647A.134B,3.37,2021A&A...647A.134B,5.13,2021A&A...647A.134B,15.1,"Derived from L,Teff",22.4,2021A&A...647A.134B,200,2021A&A...647A.134B,1200,2021A&A...647A.134B,2.20E-08,2021A&A...647A.134B,FALSE,None
AV 47,AzV 47,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+47,Late O Giant,Gaia DR2 4685925666371896576,12.2145433,-73.4329332,2015.5,SMC,None,O8 III((f)),2000PASP..112.1243W,O,8,III,12.26,2002ApJS..141...81M,13.26,2002ApJS..141...81M,13.44,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.05,2021A&A...647A.134B,35000,2021A&A...647A.134B,3.75,2021A&A...647A.134B,5.44,2021A&A...647A.134B,14.3,2021A&A...647A.134B,42.2,2021A&A...647A.134B,60,2021A&A...647A.134B,2000,2021A&A...647A.134B,2.10E-08,2021A&A...647A.134B,FALSE,None
AV 61,AzV 61,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+61,Mid O Giant,Gaia DR2 4689052849220827008,12.50778429,-72.19072479,2015.5,SMC,None,O6 III((f))e_1_,2016ApJ...817..113L,O,6,III,12.31,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.54,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,228,2009ApJ...700..844P,2025,1998MNRAS.300..828P,,None,FALSE,None
AV 69,AzV 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+69,Mid O Giant,Gaia DR2 4688960043574823296,12.57170526,-72.89174428,2015.5,SMC,None,OC7.5 III((f)),2000PASP..112.1243W,O,7.5,III,12.09,2002ApJS..141...81M,13.09,2002ApJS..141...81M,13.27,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,2021A&A...647A.134B,33900,2021A&A...647A.134B,3.5,2021A&A...647A.134B,5.61,2021A&A...647A.134B,18.6,"Derived from L,Teff",39.7,2021A&A...647A.134B,70,2021A&A...647A.134B,1800,2021A&A...647A.134B,9.80E-07,2021A&A...647A.134B,FALSE,None
AV 70,AzV 70,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+70,Late O Supergiant,Gaia DR2 4688978838354989184,12.57552179,-72.63612668,2015.5,SMC,None,O9.5 Ibw,2002ApJS..141..443W,O,9.5,I,11.27,1975A&AS...22..285A,12.21,1975A&AS...22..285A,12.38,1975A&AS...22..285A,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,28500,2004ApJ...610.1021E,3.1,2004ApJ...610.1021E,5.68,2004ApJ...610.1021E,28.4,2004ApJ...610.1021E,,None,100,2004ApJ...610.1021E,1450,2004ApJ...610.1021E,1.50E-06,2004ApJ...610.1021E,FALSE,None
AV 75,AzV 75,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+75,Mid O Giant,Gaia DR2 4688960073598936960,12.63503181,-72.87679464,2015.5,SMC,None,O5 III(f+),2000PASP..112.1243W,O,5,III,11.55,2002ApJS..141...81M,12.55,2002ApJS..141...81M,12.7,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.14,2021A&A...647A.134B,38500,2021A&A...647A.134B,3.51,2021A&A...647A.134B,5.94,2021A&A...647A.134B,21,"Derived from L,Teff",51.1,2021A&A...647A.134B,120,2021A&A...647A.134B,2050,2021A&A...647A.134B,1.60E-06,2021A&A...647A.134B,FALSE,None
AV 81,SK 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+41,Mid WN Star,Gaia DR2 4685879040157034624,12.68094852,-73.4516204,2015.5,SMC,None,WN6h,2003MNRAS.338..360F,WN,6,none,12.36,2002ApJS..141...81M,13.25,2002ApJS..141...81M,13.37,2002ApJS..141...81M,,None,0.09,2015A&A...581A..21H,45000,2015A&A...581A..21H,,None,5.78,2015A&A...581A..21H,13,2015A&A...581A..21H,38,2015A&A...581A..21H,,None,1000,2015A&A...581A..21H,6.60E-06,2015A&A...581A..21H,FALSE,None
AV 80,AzV 80,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+80,Mid O Giant,Gaia DR2 4688964334254663168,12.68256411,-72.79488144,2015.5,SMC,None,O4-6n(f)p,2000PASP..112.1243W,O,4,none,12.22,2002ApJS..141...81M,13.19,2002ApJS..141...81M,13.32,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.15,Derived from (B-V)0,38000,2006ApJ...638..409H,3.5,2006ApJ...638..409H,,None,,None,,None,325,2006ApJ...638..409H,1550,2004ApJ...607..451E,,None,FALSE,None
AV 83,AzV 83,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+83,Mid O Supergiant,Gaia DR2 4688966125248119808,12.71668145,-72.70415554,2015.5,SMC,None,O7 Iaf+,2000PASP..112.1243W,O,7,I,,None,13.45,2000PASP..112.1243W,13.58,2000PASP..112.1243W,-0.27,2006A&A...457..637M,0.13,2021A&A...647A.134B,32800,2021A&A...647A.134B,3.26,2021A&A...647A.134B,5.54,2021A&A...647A.134B,18.3,"Derived from L,Teff",22.1,2021A&A...647A.134B,80,2021A&A...647A.134B,940,2021A&A...647A.134B,2.30E-06,2021A&A...647A.134B,FALSE,None
AV 85,AzV 85,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+85,Early B Bright Giant,Gaia DR2 4688959940495161600,12.75077775,-72.88452356,2015.5,SMC,None,B1 II-IIIe,2006A&A...457..949M,B,1,II,12.69,1982A&AS...50..291A,13.68,1982A&AS...50..291A,13.75,1982A&AS...50..291A,-0.24,1970A&A.....4..234F,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 95,AzV 95,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+95,Mid O Giant,Gaia DR2 4688965060095843072,12.84001039,-72.73747049,2015.5,SMC,None,O7 III((f)),2000PASP..112.1243W,O,7,III,12.57,2002ApJS..141...81M,13.6,2002ApJS..141...81M,13.78,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,38200,2006A&A...456.1131M,3.66,2006A&A...456.1131M,5.56,2006A&A...456.1131M,13.8,2006A&A...456.1131M,39.3,2006A&A...456.1131M,68,2006A&A...456.1131M,1700,2004ApJ...607..451E,3.60E-07,2006A&A...456.1131M,FALSE,None
AV 96,AzV 96,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+96,Early B Supergiant,Gaia DR2 4689054945164735616,12.8464567,-72.12248246,2015.5,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,11.54,2002ApJS..141...81M,12.49,2002ApJS..141...81M,12.59,2002ApJS..141...81M,-0.18,1970A&A.....4..234F,0.08,Derived from (B-V)0,22000,2005A&A...434..677T,2.55,2005A&A...434..677T,5.39,2005A&A...434..677T,34,2005A&A...434..677T,27,2005A&A...434..677T,90,2005A&A...434..677T,850,2005A&A...434..677T,2.40E-07,2005A&A...434..677T,FALSE,None
AV 104,AzV 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+104,Early B Supergiant,Gaia DR2 4688961516740580224,12.91012718,-72.80169466,2015.5,SMC,None,B0.5 Ia,1997A&A...317..871L,B,0.5,I,12.05,2002ApJS..141...81M,13.01,2002ApJS..141...81M,13.17,2002ApJS..141...81M,-0.22,1970A&A.....4..234F,0.06,Derived from (B-V)0,27500,2004A&A...417..217T,3.1,2004A&A...417..217T,5.31,2004A&A...417..217T,20,2004A&A...417..217T,26,2004A&A...417..217T,80,2004A&A...417..217T,1340,2004A&A...417..217T,4.00E-07,2004A&A...417..217T,FALSE,None
AV 148,AzV 148,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+148,Late O Dwarf,Gaia DR2 4688986431859207296,13.42597849,-72.70980534,2015.5,SMC,None,O8.5 V,1995ApJ...438..188M,O,8.5,V,12.92,2002ApJS..141...81M,13.92,2002ApJS..141...81M,14.12,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,32300,2013A&A...555A...1B,4,2013A&A...555A...1B,4.84,2013A&A...555A...1B,8.4,"Derived from L,Teff",19,2013A&A...555A...1B,60,2013A&A...555A...1B,1540,2013A&A...555A...1B,2.00E-09,2013A&A...555A...1B,FALSE,None
2dFS 999,SMC AB 9,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SMC+AB+9,Early WN Star,Gaia DR2 4685983940501730944,13.63399247,-72.7432458,2015.5,SMC,None,WN3 ha,2003MNRAS.338..360F,WN,3,none,14.13,2002ApJS..141...81M,15.12,2002ApJS..141...81M,15.24,2002ApJS..141...81M,,None,0.09,2015A&A...581A..21H,100000,2015A&A...581A..21H,,None,6.05,2015A&A...581A..21H,3.5,2015A&A...581A..21H,,None,,None,1800,2015A&A...581A..21H,2.20E-06,2015A&A...581A..21H,FALSE,None
NGC330 ELS 4,CL* NGC 330 ELS 4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+330+ELS+4,Early B Supergiant,Gaia DR2 4688993475604579840,14.08670004,-72.47615409,2015.5,SMC,NGC 330,B2.5 Ib,2006A&A...456..623E,B,2.5,I,,None,13.26,2006A&A...456..623E,13.33,2006A&A...456..623E,-0.15,1970A&A.....4..234F,0.08,Derived from (B-V)0,17000,2007A&A...471..625T,2.3,2007A&A...471..625T,4.77,2007A&A...471..625T,28,"Derived from L,Teff",15,2007A&A...471..625T,41,2007A&A...471..625T,,None,,None,FALSE,None
NGC330 ELS 2,CL* NGC 330 ELS 2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+330+ELS+2,Early B Supergiant,Gaia DR2 4688993475604539520,14.10360636,-72.46165288,2015.5,SMC,NGC 330,B3 Ib,2006A&A...456..623E,B,3,I,12.07,2002ApJS..141...81M,12.8,2002ApJS..141...81M,12.87,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.06,Derived from (B-V)0,14590,2007A&A...471..625T,2.15,2007A&A...471..625T,4.73,2007A&A...471..625T,36.3,"Derived from L,Teff",15,2007A&A...471..625T,14,2007A&A...471..625T,,None,,None,FALSE,None
AV 175,AzV 175,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+175,Early B Bright Giant,Gaia DR2 4685986483121883776,14.15866682,-72.6098052,2015.5,SMC,None,B1 IIW,1987AJ.....93.1070G,B,1,II,12.61,2002ApJS..141...81M,13.45,2002ApJS..141...81M,13.53,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,51,2009ApJ...700..844P,,None,,None,FALSE,None
AV 177,AzV 177,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+177,Early O Dwarf,Gaia DR2 4689067108514288768,14.18377438,-72.05880532,2015.5,SMC,None,O4 V((f)),2005ApJ...627..477M,O,4,V,13.27,2002ApJS..141...81M,14.32,2002ApJS..141...81M,14.53,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.07,Derived from (B-V)0,44500,2013A&A...555A...1B,4.03,2013A&A...555A...1B,5.43,2013A&A...555A...1B,8.7,"Derived from L,Teff",38.8,2013A&A...555A...1B,220,2013A&A...555A...1B,2400,2013A&A...555A...1B,1.40E-07,2013A&A...555A...1B,FALSE,None
AV 186,Cl* NGC 330 ELS 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+330+ELS+013,Late O Giant,Gaia DR2 4685992530438263808,14.36225389,-72.55377199,2015.5,SMC,NGC 330,O8.5 III((f)),2016ApJ...817..113L,O,8.5,III,12.75,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.98,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,34500,2006A&A...456.1131M,3.4,2006A&A...456.1131M,5.4,2006A&A...456.1131M,14.1,2006A&A...456.1131M,32.2,2006A&A...456.1131M,73,2006A&A...456.1131M,1600,2006A&A...456.1131M,3.00E-07,2006A&A...456.1131M,FALSE,None
AV 187,AzV 187,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+187,Early B Supergiant,Gaia DR2 4690800076238941056,14.38222059,-71.33313577,2015.5,SMC,None,B3 Ia,1997A&A...317..871L,B,3,I,11.21,1977A&AS...30..261A,11.96,1977A&AS...30..261A,12.06,1977A&AS...30..261A,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 189,AzV 189,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+189,Early B Subgiant,Gaia DR2 4688995777709724800,14.38548649,-72.48087597,2015.5,SMC,None,O9 V,1995ApJ...438..188M,O,9,V,13.32,2002ApJS..141...81M,14.26,2002ApJS..141...81M,14.37,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.16,Derived from (B-V)0,32300,2013A&A...555A...1B,4.03,2013A&A...555A...1B,4.81,2013A&A...555A...1B,8.1,"Derived from L,Teff",18.8,2013A&A...555A...1B,150,2013A&A...555A...1B,1250,2013A&A...555A...1B,6.00E-10,2013A&A...555A...1B,FALSE,None
AV 200,AzV 200,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+200,Late B Supergiant,Gaia DR2 4685988338550464896,14.53295017,-72.64180786,2015.5,SMC,None,B8 Ia,1997A&A...317..871L,B,8,I,11.72,1977A&AS...30..261A,12.24,1977A&AS...30..261A,12.17,1977A&AS...30..261A,-0.01,1970A&A.....4..234F,0.08,Derived from (B-V)0,12100,2014ApJ...785..151H,1.71,2014ApJ...785..151H,,None,,None,,None,,None,,None,,None,FALSE,None
NGC346 ELS 43,CL* NGC 346 ELS 43,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+43,Early B Dwarf,Gaia DR2 4689019245413731840,14.55813796,-72.15531233,2015.5,SMC,NGC 346,B0 V,2006A&A...456..623E,B,0,V,14.06,2002ApJS..141...81M,15.05,2002ApJS..141...81M,15.18,2002ApJS..141...81M,-0.3,1970A&A.....4..234F,0.17,Derived from (B-V)0,33000,2007A&A...466..277H,4.25,2007A&A...466..277H,4.71,2007A&A...466..277H,6.9,"Derived from L,Teff",18,2007A&A...466..277H,10,2007A&A...466..277H,,None,,None,FALSE,None
NGC346 ELS 26,CL* NGC 346 ELS 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+26,Early B Subgiant,Gaia DR2 4689016221756858624,14.55870106,-72.17897532,2015.5,SMC,NGC 346,O9.5-B0 V (N str),2000PASP..112.1243W,O,9.5,V,13.77,2002ApJS..141...81M,14.68,2002ApJS..141...81M,14.76,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,31000,2013A&A...555A...1B,3.65,2013A&A...555A...1B,4.93,2013A&A...555A...1B,10.1,"Derived from L,Teff",21,2013A&A...555A...1B,60,2013A&A...555A...1B,1250,2013A&A...555A...1B,5.00E-10,2013A&A...555A...1B,FALSE,None
NGC346 ELS 28,Cl* NGC 346 ELS 028,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+028,Mid O Dwarf,Gaia DR2 4689016393555549440,14.63231816,-72.18277357,2015.5,SMC,NGC 346,OC6 Vz,2000PASP..112.1243W,O,6,V,13.56,2002ApJS..141...81M,14.62,2002ApJS..141...81M,14.78,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,39600,2013A&A...555A...1B,4,2013A&A...555A...1B,5.15,2013A&A...555A...1B,8,"Derived from L,Teff",27.8,2013A&A...555A...1B,35,2013A&A...555A...1B,1250,2013A&A...555A...1B,3.00E-09,2013A&A...555A...1B,FALSE,None
AV 207,AzV 207,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+207,Mid O Giant,Gaia DR2 4690570828074872576,14.6382993,-71.92964937,2015.5,SMC,None,O7 III((f)),2016ApJ...817..113L,O,7,III,12.99,2002ApJS..141...81M,14.05,2002ApJS..141...81M,14.25,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,37000,2004ApJ...608.1001M,3.7,2004ApJ...608.1001M,5.34,2004ApJ...608.1001M,11,2004ApJ...608.1001M,22,2004ApJ...608.1001M,75,2009ApJ...700..844P,,None,,None,FALSE,None
AV 210,AzV 210,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+210,Early B Supergiant,Gaia DR2 4689003027613801216,14.64911165,-72.27362162,2015.5,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,11.73,2002ApJS..141...81M,12.58,2002ApJS..141...81M,12.6,2002ApJS..141...81M,-0.18,1970A&A.....4..234F,0.16,Derived from (B-V)0,20500,2004A&A...417..217T,2.4,2004A&A...417..217T,5.41,2004A&A...417..217T,40,2004A&A...417..217T,27,2004A&A...417..217T,65,2004A&A...417..217T,750,2004ApJ...607..451E,2.00E-07,2004A&A...417..217T,FALSE,None
NGC346 ELS 50,Cl* NGC 346 ELS 050,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+050,Late O Dwarf,Gaia DR2 4689016530994364672,14.73009589,-72.15186531,2015.5,SMC,NGC 346,O8 Vn,2006A&A...456..623E,O,8,V,13.93,2002ApJS..141...81M,15.09,2002ApJS..141...81M,15.25,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,36300,2013A&A...555A...1B,4.25,2013A&A...555A...1B,4.64,2013A&A...555A...1B,5.3,"Derived from L,Teff",19.5,2013A&A...555A...1B,360,2013A&A...555A...1B,1540,2013A&A...555A...1B,3.00E-09,2013A&A...555A...1B,FALSE,None
AV 215,AzV 215,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+215,Early B Supergiant,Gaia DR2 4685993320712086784,14.73178371,-72.53569123,2015.5,SMC,None,BN0 Ia,1997A&A...317..871L,B,0,I,11.64,2002ApJS..141...81M,12.6,2002ApJS..141...81M,12.69,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.15,Derived from (B-V)0,27000,2004A&A...417..217T,2.9,2004A&A...417..217T,5.63,2004A&A...417..217T,30,2004A&A...417..217T,39,2004A&A...417..217T,91,2004A&A...417..217T,1400,2004ApJ...607..451E,1.35E-06,2004A&A...417..217T,FALSE,None
NGC346 ELS 7,CL* NGC 346 ELS 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+7,Early O Dwarf,Gaia DR2 4689015706360740096,14.73915977,-72.17602224,2015.5,SMC,NGC 346,O4 V((f)),1995PASP..107..104W,O,4,V,12.73,1989AJ.....98.1305M,13.78,1989AJ.....98.1305M,14.02,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.04,Derived from (B-V)0,42100,2013A&A...555A...1B,4,2013A&A...555A...1B,5.51,2013A&A...555A...1B,10.7,"Derived from L,Teff",40,2013A&A...555A...1B,70,2013A&A...555A...1B,2300,2013A&A...555A...1B,1.40E-07,2013A&A...555A...1B,FALSE,None
NGC346 MPG 355,Cl* NGC 346 MPG 355,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+355,Early O Giant,Gaia DR2 4689015702019200896,14.75317123,-72.17449745,2015.5,SMC,NGC 346,ON2 III(f*),2004ApJ...608.1028W,O,2,III,12.15,1989AJ.....98.1305M,13.27,1989AJ.....98.1305M,13.5,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,51700,2013A&A...555A...1B,4,2013A&A...555A...1B,6.04,2013A&A...555A...1B,13.1,"Derived from L,Teff",70,2013A&A...555A...1B,120,2013A&A...555A...1B,2800,2013A&A...555A...1B,1.80E-07,2013A&A...555A...1B,FALSE,None
NGC346 MPG 368,Cl* NGC 346 MPG 368,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+368,Mid O Dwarf,Gaia DR2 4689015706360700288,14.75758638,-72.17534332,2015.5,SMC,NGC 346,O6 V,2009ApJ...692..618M,O,6,V,12.87,1989AJ.....98.1305M,13.95,1989AJ.....98.1305M,14.18,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,39300,2013A&A...555A...1B,3.75,2013A&A...555A...1B,5.38,2013A&A...555A...1B,10.6,"Derived from L,Teff",33.2,2013A&A...555A...1B,60,2013A&A...555A...1B,2100,2013A&A...555A...1B,3.70E-08,2013A&A...555A...1B,FALSE,None
NGC346 MPG 435,Cl* NGC 346 W 1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+W+1,Early O Giant,Gaia DR2 4689015740666629120,14.76874473,-72.17354619,2015.5,SMC,NGC 346,O4 If + O5-6,2019A&A...626A..50D,O,4,I,11.2,1991A&A...243..401H,12.21,1991A&A...243..401H,12.43,1991A&A...243..401H,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,93,2009ApJ...700..844P,,None,,None,TRUE,2002IAUS..207..202N
NGC346 ELS 51,Cl* NGC 346 ELS 051,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+051,Mid O Dwarf,Gaia DR2 4689015736378949504,14.78624543,-72.17059884,2015.5,SMC,NGC 346,O7 Vz,2006A&A...456..623E,O,7,V,14.2,1989AJ.....98.1305M,15.25,2006A&A...456..623E,15.51,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,38700,2013A&A...555A...1B,4.25,2013A&A...555A...1B,4.8,2013A&A...555A...1B,5.6,"Derived from L,Teff",23.1,2013A&A...555A...1B,50,2013A&A...555A...1B,1950,2013A&A...555A...1B,6.00E-10,2013A&A...555A...1B,FALSE,None
