target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
SK -69 50,SK -69 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+50,Mid O Supergiant,Gaia DR2 4655269117524712064,74.31291982,-69.33887653,2015.5,LMC,None,O7(n)(f)p,2010AJ....139.1283W,O,7,none,12.16,2002ApJS..141...81M,13.15,2002ApJS..141...81M,13.31,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,210,2010AJ....139.1283W,,None,,None,FALSE,None
SK -68 15,BAT99 11,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+11,Early WC Star,Gaia DR2 4661517298473099776,74.35036104,-68.39920048,2015.5,LMC,LH 12,WC4,2000AJ....119.2214M,WC,4,none,12.19,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.9,2002ApJS..141...81M,,None,0.25,2001MNRAS.324...18B,90000,2002A&A...392..653C,,None,5.7,2002A&A...392..653C,2.9,2002A&A...392..653C,,None,,None,3000,2002A&A...392..653C,3.20E-05,2002A&A...392..653C,FALSE,None
SK -67 22,SK -67 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+22,Early O Supergiant,Gaia DR2 4661666179215129728,74.36441072,-67.65079664,2015.5,LMC,None,O2 If*/WN5,2011MNRAS.416.1311C,O,2,I,12.21,2002ApJS..141...81M,13.26,2002ApJS..141...81M,13.44,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.1,Derived from (B-V)0,50000,2014A&A...565A..27H,,None,5.8,2014A&A...565A..27H,10.6,2014A&A...565A..27H,53,2014A&A...565A..27H,200,2012A&A...543A..95R,2400,2014A&A...565A..27H,5.00E-06,2014A&A...565A..27H,TRUE,2008MNRAS.389..806S
SK -68 16,SK -68 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+16,Mid O Giant,Gaia DR2 4661517092314718208,74.40748077,-68.40997794,2015.5,LMC,LH 12,O7 III,2000AJ....119.2214M,O,7,III,11.68,2002ApJS..141...81M,12.66,2002ApJS..141...81M,12.85,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,100,2009ApJ...700..844P,,None,,None,FALSE,None
SK -69 52,SK -69 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+52,Early B Supergiant,Gaia DR2 4655146831194631680,74.45378207,-69.87291681,2015.5,LMC,None,B2 Ia,1988ApJ...335..703F,B,2,I,10.73,1972A&AS....6..249A,11.55,1972A&AS....6..249A,11.5,1972A&AS....6..249A,-0.17,1970A&A.....4..234F,0.22,Derived from (B-V)0,,None,,None,,None,,None,,None,105,2009ApJ...700..844P,,None,,None,FALSE,None
SK -70 32,SK -70 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+32,Late O Bright Giant,Gaia DR2 4655068250461327488,75.04254227,-70.18595185,2015.5,LMC,None,O9.5 II:,1988ApJ...335..703F,O,9.5,II,11.84,2002ApJS..141...81M,12.85,2002ApJS..141...81M,13.06,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,97,2009ApJ...700..844P,,None,,None,FALSE,None
SK -68 23a,SK -68 23A,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+23A,Early B Giant,Gaia DR2 4661364225871120128,75.20123165,-68.09957225,2015.5,LMC,None,B1 III,1995ApJ...438..188M,B,1,III,12.03,2002ApJS..141...81M,12.97,2002ApJS..141...81M,13.05,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -65 22,SK -65 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+22,Mid O Supergiant,Gaia DR2 4662240708409788928,75.3461701,-65.87589078,2015.5,LMC,None,O6 Iaf+,1977ApJ...215...53W,O,6,I,10.85,1979A&AS...38..239I,11.88,1979A&AS...38..239I,12.07,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.07,2002ApJ...579..774C,33500,2002ApJ...579..774C,3.2,2002ApJ...579..774C,5.86,2002ApJ...579..774C,25,2002ApJ...579..774C,,None,90,2002ApJ...579..774C,1520,2002ApJ...579..774C,1.10E-05,2002ApJ...579..774C,FALSE,None
SK -68 26,SK -68 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+26,Early B Supergiant,Gaia DR2 4661359346788463616,75.38437539,-68.1785938,2015.5,LMC,None,BC2 Ia,1991PASP..103.1123F,B,2,I,10.98,1999MNRAS.306..279S,11.75,1999MNRAS.306..279S,11.64,1999MNRAS.306..279S,-0.17,1970A&A.....4..234F,0.28,Derived from (B-V)0,18160,2017AJ....154..102U,2.19,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None
SK -66 50,SK -66 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+50,Late B Supergiant,Gaia DR2 4661891544744628352,75.78675275,-66.9596807,2015.5,LMC,None,B8 Ia+,1991PASP..103.1123F,B,8,I,9.98,1972A&AS....6..249A,10.65,1972A&AS....6..249A,10.63,1972A&AS....6..249A,-0.01,1970A&A.....4..234F,0.03,Derived from (B-V)0,11900,2017AJ....154..102U,1.49,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None
SK -70 50,SK -70 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+50,Early B Supergiant,Gaia DR2 4655076840397213056,75.94121851,-70.19930142,2015.5,LMC,None,B3 Ia,1991PASP..103.1123F,B,3,I,10.45,1972A&AS....6..249A,11.16,1972A&AS....6..249A,11.2,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -70 60,SK -70 60,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+60,Early O Dwarf,Gaia DR2 4655075672166366976,76.16993401,-70.25958313,2015.5,LMC,None,O4-5 V((f))pec,2009ApJ...692..618M,O,4,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,256,2009ApJ...700..844P,2150,1998MNRAS.300..828P,,None,FALSE,None
SK -70 69,SK -70 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+69,Mid O Dwarf,Gaia DR2 4655069384334599168,76.32783155,-70.43052206,2015.5,LMC,None,O5.5 V((f)),2009ApJ...692..618M,O,5.5,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.95,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,40500,2009ApJ...692..618M,3.7,2009ApJ...692..618M,5.35,2009ApJ...692..618M,9.6,2009ApJ...692..618M,,None,98,2009ApJ...700..844P,2300,2009ApJ...692..618M,8.00E-07,2009ApJ...692..618M,FALSE,None
SK -68 41,SK -68 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+41,Early B Supergiant,Gaia DR2 4661392533937464448,76.3629967,-68.1674009,2015.5,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,10.97,1995msct.book.....B,11.9,1995msct.book.....B,12.04,1995msct.book.....B,-0.22,1970A&A.....4..234F,0.08,Derived from (B-V)0,24500,2009ApJ...692..618M,2.9,2009ApJ...692..618M,5.56,2009ApJ...692..618M,33.4,2009ApJ...692..618M,33,2009ApJ...692..618M,77,2009ApJ...700..844P,865,1998MNRAS.300..828P,9.00E-07,2009ApJ...692..618M,FALSE,None
SK -70 79,SK -70 79,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+79,Early B Giant,Gaia DR2 4652066308846415872,76.65533554,-70.49005367,2015.5,LMC,None,B0 III,1995ApJ...438..188M,B,0,III,11.7,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.3,1970A&A.....4..234F,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,86,2009ApJ...700..844P,,None,,None,FALSE,None
SK -68 52,SK -68 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+52,Early B Supergiant,Gaia DR2 4661289630893455488,76.83511301,-68.53571309,2015.5,LMC,None,B0 Ia,1977ApJ...215...53W,B,0,I,10.69,1999MNRAS.306..279S,11.66,1999MNRAS.306..279S,11.72,1999MNRAS.306..279S,-0.24,1970A&A.....4..234F,0.18,Derived from (B-V)0,24500,2004ApJ...610.1021E,2.7,2004ApJ...610.1021E,5.76,2004ApJ...610.1021E,42.2,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1400,2004ApJ...610.1021E,3.20E-06,2004ApJ...610.1021E,FALSE,None
SK -71 8,SK -71 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+8,Late O Bright Giant,Gaia DR2 4651635643875788800,76.84693914,-71.1983232,2015.5,LMC,LH 28,O9 II,1986AJ.....92...48C,O,9,II,12.15,1979A&AS...38..239I,13.11,1979A&AS...38..239I,13.25,1979A&AS...38..239I,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,75,2009ApJ...700..844P,,None,,None,FALSE,None
HV 5622,MACHO 79.4779.34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MACHO+79.4779.34,Early B Dwarf,Gaia DR2 4661263105168320896,77.37172007,-68.91739155,2015.5,LMC,None,B0 V,2009PASP..121..634B,B,0,V,14.09,2004AJ....128.1606Z,14.61,2004AJ....128.1606Z,14.85,2004AJ....128.1606Z,-0.3,1970A&A.....4..234F,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1997AJ....114..326A
SK -67 51,SK -67 51,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+51,Mid O Giant,Gaia DR2 4661416521370391296,77.44730261,-67.89942135,2015.5,LMC,None,O6.5 III,1986AJ.....92...48C,O,6.5,III,11.53,2004AJ....128.1606Z,12.48,2004AJ....128.1606Z,12.68,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -67 69,SK -67 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+69,Early O Giant,Gaia DR2 4658928734538045440,78.58365523,-67.13421414,2015.5,LMC,None,O4 III(f),1987PASP...99..240G,O,4,III,11.88,1979A&AS...38..239I,12.93,1979A&AS...38..239I,13.09,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,121,2009ApJ...700..844P,2500,2003ApJ...586..996M,,None,FALSE,None
SK -69 83,SK -69 83,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+83,Mid O Supergiant,Gaia DR2 4658209344697667584,78.62351902,-69.49544545,2015.5,LMC,None,O7.5 Iaf,1988ApJ...335..703F,O,7.5,I,10.45,1999MNRAS.306..279S,11.47,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
BI 128,BI 128,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+128,Late O Dwarf,Gaia DR2 4660610373182469504,79.58240983,-65.82073227,2015.5,LMC,None,O9 V,1995ApJ...438..188M,O,9,V,12.55,1982A&AS...50....7I,13.57,1982A&AS...50....7I,13.82,1982A&AS...50....7I,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
