Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name
ODA923020,SK-69220,84.1821125,-69.4965222,1,5/29/17 6:05,5/29/17 6:48,2585,STIS  ,0.2X0.2,E140M,1425,14675,5/29/17 9:33,ODA923020
O4YN02010,SK-67.104,81.5172083,-67.4991944,5,11/10/98 5:12,11/10/98 5:50,2291,STIS  ,0.2X0.06,E140M,1425,7299,11/10/99 5:50,O4YN02010
ODY221010,2MASS-J05373664-6907318,84.4027345,-69.1255078,0,4/28/20 14:02,4/28/20 14:47,2726,STIS  ,0.2X0.2,E140M,1425,15629,10/28/20 18:49,
ODY217010,2MASS-J05373854-6910199,84.4104473,-69.1721851,0,2/26/20 0:38,2/26/20 1:24,2724,STIS  ,0.2X0.2,E140M,1425,15629,8/26/20 4:55,ODY217010
ODY219010,VFTS440,84.6571614,-69.0891578,0,2/26/20 2:13,2/26/20 2:59,2728,STIS  ,0.2X0.2,E140M,1425,15629,8/26/20 9:56,ODY219010
ODA916010,SK-69246,84.7224446,-69.0335472,1,5/28/17 4:47,5/28/17 5:24,2240,STIS  ,0.2X0.2,E230M,1978,14675,5/28/17 15:28,ODA916010
O6LZ12010,HD38282,84.7229167,-69.0335278,28,11/13/02 6:44,11/13/02 7:04,1200,STIS  ,0.2X0.2,E140M,1425,9434,11/13/02 17:02,O6LZ12010
OB3J01010,HD33133,75.7871667,-66.6826389,15,12/10/09 23:24,12/11/09 0:10,2764,STIS  ,0.2X0.2,E140M,1425,11692,12/11/10 4:22,OB3J01010
ODA965010,SK-6619,73.9747958,-66.4164861,1,6/1/17 19:58,6/1/17 20:36,2244,STIS  ,0.2X0.2,E230M,1978,14675,6/2/17 16:44,ODA965010
ODA965020,SK-6619,73.9747958,-66.4164861,1,6/1/17 21:21,6/1/17 22:07,2750,STIS  ,0.2X0.2,E230M,1978,14675,6/2/17 2:17,ODA965020
ODA966010,SK-6619,73.9747958,-66.4164861,1,6/1/17 23:10,6/1/17 23:47,2240,STIS  ,0.2X0.2,E230M,1978,14675,6/2/17 14:41,ODA966010
ODA966020,SK-6619,73.9747958,-66.4164861,1,6/2/17 0:32,6/2/17 1:17,2720,STIS  ,0.2X0.2,E230M,1978,14675,6/2/17 14:41,ODA966020
ODA969010,SK-66172,84.272475,-66.3597722,1,6/8/17 15:37,6/8/17 16:13,2200,STIS  ,0.2X0.2,E230M,1978,14675,6/9/17 4:18,ODA969010
ODA969020,SK-66172,84.272475,-66.3597722,1,6/8/17 16:55,6/8/17 17:41,2750,STIS  ,0.2X0.2,E230M,1978,14675,6/9/17 4:18,ODA969020
ODA970010,SK-66172,84.272475,-66.3597722,1,6/5/17 1:50,6/5/17 2:27,2240,STIS  ,0.2X0.2,E140M,1425,14675,6/5/17 6:27,ODA970010
ODA970020,SK-66172,84.272475,-66.3597722,1,6/5/17 3:17,6/5/17 4:02,2720,STIS  ,0.2X0.2,E140M,1425,14675,6/5/17 10:29,ODA970020
ODY221010,2MASS-J05373664-6907318,84.4027345,-69.1255078,0,4/28/20 14:02,4/28/20 14:47,2726,STIS  ,0.2X0.2,E140M,1425,15629,10/28/20 18:49,ODY221010
ODY217010,2MASS-J05373854-6910199,84.4104473,-69.1721851,0,2/26/20 0:38,2/26/20 1:24,2724,STIS  ,0.2X0.2,E140M,1425,15629,8/26/20 4:55,ODY217010
OEC103010,HD-32228,74.14455583,-66.47422778,0,2021-07-28T01:30:51.220000,2021-07-28T02:08:32.220000,2261,STIS  ,0.2X0.2,E140M,1425,16272,2022-01-28T06:29:45,OEC103010
OCJ003030,LMC195-1,79.54294167,-69.21720833,1,2015-07-04T17:43:20.107000,2015-07-04T18:38:28.107000,3308,STIS  ,0.2X0.2,G140L,1425,13781,2016-07-04T23:57:17,OCJ003030
OCJ003040,LMC195-1,79.54294167,-69.21720833,1,2015-07-04T19:19:29.100000,2015-07-04T20:13:55.100000,3266,STIS  ,0.2X0.2,G230L,2376,13781,2016-07-04T23:58:23,OCJ003040
OCJ003010,LH41-1042,79.54528333,-69.21969167,1,2015-07-04T16:21:15.083000,2015-07-04T16:40:16.083000,1141,STIS  ,0.2X0.2,G140L,1425,13781,2016-07-04T23:53:57,OCJ003010
OCJ003020,LH41-1042,79.54528333,-69.21969167,1,2015-07-04T16:48:11.083000,2015-07-04T17:07:12.083000,1141,STIS  ,0.2X0.2,G230L,2376,13781,2016-07-04T23:55:02,OCJ003020
OEC105010,HD-35517,79.81816647,-69.65555521,0,2021-05-03T21:57:29.457000,2021-05-03T22:41:59.457000,2670,STIS  ,0.2X0.2,E140M,1425,16272,2021-11-04T14:47:28,OEC105010
OEC107010,HD-36521,81.62597508,-68.84099397,0,2021-10-23T04:13:51.490000,2021-10-23T04:58:21.493000,2670,STIS  ,0.2X0.2,E140M,1425,16272,2022-04-23T15:00:05,OEC107010
OD9A10010,HEN-S35,81.82432917,-66.36823333,0,2017-11-26T08:36:08.423000,2017-11-26T09:48:08.423000,4320.195625,STIS  ,0.2X0.2,E140M,1425,14712,2018-11-26T20:00:19,OD9A10010
OEC112010,HD-38030,84.21411227,-69.4324241,0,2021-04-26T01:13:35.440000,2021-04-26T01:58:05.440000,2670,STIS  ,0.2X0.2,E140M,1425,16272,2021-10-26T03:59:42,OEC112010
ODY217010,2MASS-J05373854-6910199,84.41044733,-69.17218514,0,2020-02-26T00:38:44.557000,2020-02-26T01:24:08.557000,2724,STIS  ,0.2X0.2,E140M,1425,15629,2020-08-26T04:55:42,ODY217010
#OEC117010,RMC-140,84.67333708,-69.08706389,0,2021-08-22T13:49:29.330000,2021-08-22T14:33:59.330000,2670,STIS  ,0.2X0.2,E140M,1425,16272,2021-08-22T16:21:26,OEC117010
OEC159010,RMC-140,84.67333708,-69.08706389,0,2022-01-31T01:12:46.740000,2022-01-31T01:57:16.740000,2670,STIS  ,0.2X0.2,E140M,1425,16272,2022-07-31T05:22:16,OEC159010
OEC121010,BREY-95A,85.05416667,-69.40116667,0,2021-10-18T00:27:24.397000,2021-10-18T01:11:07.400000,2623,STIS  ,0.2X0.2,E140M,1425,16272,2022-04-18T03:18:10,OEC121010
