Dataset, Target Name, RA (J2000), Dec (J2000), Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
O6DF05010,AV210,14.6489292,-72.2735750,10,2001-10-22 05:57:29,2001-10-22 06:20:29,1380.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-24 04:56:34,O6DF05010,,,30.891
O6DF05020,AV210,14.6489292,-72.2735750,10,2001-10-22 06:26:36,2001-10-22 07:44:10,4213.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-24 07:01:11,O6DF05020,,,30.891
OCKP08010,AZV242,15.0285950,-72.2326444,1,2015-12-21 23:57:48,2015-12-22 00:07:48,600.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-12-22 06:26:45,OCKP08010,,,32.284
OCKP08020,AZV242,15.0285950,-72.2326444,1,2015-12-22 00:13:13,2015-12-22 00:31:33,1100.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-12-22 06:28:48,OCKP08020,,,32.284
OCKP08030,AZV242,15.0285950,-72.2326444,1,2015-12-22 00:37:38,2015-12-22 00:44:53,435.000,STIS  ,0.2X0.2,E140M,1425.000,13778,2016-12-22 09:07:04,OCKP08030,,,32.284
OCKP08040,AZV242,15.0285950,-72.2326444,1,2015-12-22 01:24:17,2015-12-22 02:20:19,3362.000,STIS  ,0.2X0.2,E140M,1425.000,13778,2016-12-22 09:07:02,OCKP08040,,,32.284
O4WR18010,AV423,16.9184583,-72.8498889,22,2000-09-23 07:26:27,2000-09-23 08:07:15,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,2000-09-23 14:28:22,O4WR18010,,,32.596
O4WR18020,AV423,16.9184583,-72.8498889,22,2000-09-23 08:32:20,2000-09-23 09:25:08,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,2000-09-23 14:27:56,O4WR18020,,,32.596
ODY240010,AZV-296,15.5360330,-72.2222284,0,2020-06-21 09:57:13,2020-06-21 10:43:18,2765.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-12-21 13:28:41,,,,33.811
O6LZ03010,SK80,14.8829167,-72.1795556,28,2003-07-05 03:26:09,2003-07-05 03:46:09,1200.000,STIS  ,0.2X0.2,E140M,1425.000,9434,2003-07-08 00:41:47,O6LZ03010,,,35.660
O4WR01020,NGC346-324,14.7398333,-72.1765833,22,1998-08-08 01:26:00,1998-08-08 02:59:46,5400.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1998-08-08 13:55:59,O4WR01020,,,36.211
O4WR02010,NGC346-113-OFFSET,14.6326667,-72.1833611,22,1999-09-03 22:34:17,1999-09-04 01:26:49,9900.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-09-04 17:55:09,O4WR02010,,,36.213
O4WR01010,NGC346-355-OFFSET,14.7539167,-72.1750833,22,1998-08-08 00:27:57,1998-08-08 01:12:57,2700.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1998-08-08 13:05:00,O4WR01010,,,36.255
O4WRA2010,NGC346-435,14.7695000,-72.1740556,22,1999-09-04 01:48:32,1999-09-04 02:50:51,3600.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-09-04 16:40:01,O4WRA2010,,,36.268
ODY238010,CL-NGC-346-SSN-7,14.7687329,-72.1735425,0,2020-05-05 04:43:00,2020-05-05 04:43:00,0.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-11-05 10:42:53,,,,36.301
O4WR21010,NGC346-12,14.5590417,-72.1795278,22,1999-10-27 03:11:11,1999-10-27 07:31:15,14700.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-10-27 18:39:48,O4WR21010,,,36.767
O6DF02020,AV104,12.9105208,-72.8015278,10,2002-02-03 17:03:08,2002-02-03 17:40:39,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-23 05:08:19,O6DF02020,,,38.921
O6DF02030,AV104,12.9105208,-72.8015278,10,2002-02-03 18:21:00,2002-02-03 20:48:58,6357.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-23 07:04:33,O6DF02030,,,38.921
O55Q01070,HD5980,14.8605417,-72.1650833,10,1999-05-06 19:48:15,1999-05-06 20:42:11,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2000-05-06 20:42:11,O55Q01070,,,36.569
O55Q02070,HD5980,14.8605417,-72.1650833,10,2000-04-20 15:16:55,2000-04-20 16:10:51,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2001-04-20 16:10:51,O55Q02070,,,36.569
O55Q03070,HD5980,14.8605417,-72.1650833,10,1999-05-10 10:38:00,1999-05-10 11:31:56,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2006-11-23 04:16:27,O55Q03070,,,36.569
O55Q04070,HD5980,14.8605417,-72.1650833,10,1999-05-12 09:13:49,1999-05-12 10:07:45,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2006-11-24 02:15:31,O55Q04070,,,36.569
O55Q05070,HD5980,14.8605417,-72.1650833,10,1999-05-16 09:43:00,1999-05-16 10:36:56,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2006-11-25 02:45:55,O55Q05070,,,36.569
O55Q06070,HD5980,14.8605417,-72.1650833,10,1999-05-17 08:14:44,1999-05-17 09:08:40,3236.000,STIS  ,0.2X0.2,E140M,1425.000,7480,2006-12-08 20:51:32,O55Q06070,,,36.569
O6CD01010,HD5980,14.8605417,-72.1650833,3,2002-04-22 03:12:59,2002-04-22 03:59:15,2776.000,STIS  ,0.2X0.2,E140M,1425.000,9094,2002-07-21 10:34:18,O6CD01010,,,36.569
O6CD01020,HD5980,14.8605417,-72.1650833,3,2002-04-22 04:40:23,2002-04-22 05:07:12,1609.000,STIS  ,0.2X0.2,E230M,1978.000,9094,2002-07-21 12:11:58,O6CD01020,,,36.569
O6CD01030,HD5980,14.8605417,-72.1650833,3,2002-04-22 05:12:39,2002-04-22 05:34:19,1300.000,STIS  ,0.2X0.2,E230M,2707.000,9094,2002-07-21 12:04:31,O6CD01030,,,36.569
OB2NA1010,HD--005980,14.8612500,-72.1650000,3,2009-09-09 07:08:28,2009-09-09 07:50:56,2548.000,STIS  ,0.2X0.2,E140M,1425.000,11623,2009-12-09 12:32:08,OB2NA1010,,,36.572
OB2NA1020,HD--005980,14.8612500,-72.1650000,3,2009-09-09 07:54:42,2009-09-09 08:38:29,2627.000,STIS  ,0.2X0.2,E140M,1425.000,11623,2009-12-09 13:45:30,OB2NA1020,,,36.572
OCAX01020,HD-5980,14.8606578,-72.1649845,1,2014-03-24 09:37:42,2014-03-24 10:12:12,2070.000,STIS  ,0.2X0.2,E140M,1425.000,13373,2014-06-24 12:21:59,OCAX01020,,,36.574
OCAX01010,HD-5980,14.8606578,-72.1649845,1,2014-03-24 08:22:01,2014-03-24 09:05:29,2608.000,STIS  ,0.2X0.2,E140M,1425.000,13373,2014-06-24 12:21:33,OCAX01010,,,36.574
OD3G01010,HD-5980,14.8607029,-72.1649750,1,2016-09-21 11:14:25,2016-09-21 12:01:42,2837.000,STIS  ,0.2X0.2,E140M,1425.000,14476,2017-09-21 14:37:37,OD3G01010,,,36.575
OD3G01020,HD-5980,14.8607029,-72.1649750,1,2016-09-21 12:37:35,2016-09-21 13:11:23,2028.000,STIS  ,0.2X0.2,E140M,1425.000,14476,2017-09-21 14:37:26,OD3G01020,,,36.575
O4WR01030,NGC346-368,14.7583333,-72.1759167,22,1998-08-08 03:12:51,1998-08-08 04:56:37,6000.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1998-08-08 17:45:33,O4WR01030,,,36.192
OCKP09010,AZV321,15.7377367,-72.1357944,1,2015-09-08 06:59:24,2015-09-08 07:46:24,2820.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-08 11:39:59,OCKP09010,,,39.778
OCKP09020,AZV321,15.7377367,-72.1357944,1,2015-09-08 08:18:16,2015-09-08 10:49:35,6724.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-08 11:43:34,OCKP09020,,,39.778
OCKP10010,AZV321,15.7377367,-72.1357944,1,2015-09-10 08:17:49,2015-09-10 12:02:22,9574.000,STIS  ,0.2X0.2,E140M,1425.000,13778,2016-09-10 14:28:24,OCKP10010,,,39.778
OCKP06010,AZV95,12.8399083,-72.7374722,1,2015-09-08 02:12:50,2015-09-08 02:59:46,2816.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-08 16:29:54,OCKP06010,,,40.250
OCKP06020,AZV95,12.8399083,-72.7374722,1,2015-09-08 03:32:13,2015-09-08 06:03:32,3362.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-08 16:34:10,OCKP06020,,,40.250
O4WR17010,AV95,12.8397917,-72.7373611,22,1999-05-16 05:22:41,1999-05-16 06:03:29,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-04 21:19:34,O4WR17010,,,40.252
O4WR17020,AV95,12.8397917,-72.7373611,22,1999-05-16 06:30:43,1999-05-16 07:23:31,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-04 21:21:35,O4WR17020,,,40.252
O4WR15010,AV83,12.7167083,-72.7040278,22,1999-05-26 00:15:41,1999-05-26 00:56:29,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 21:02:23,O4WR15010,,,42.618
O4WR15020,AV83,12.7167083,-72.7040278,22,1999-05-26 01:37:22,1999-05-26 02:30:10,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 21:05:48,O4WR15020,,,42.618
O4WR12010,AV80,12.6824583,-72.7947222,22,1999-05-27 00:24:41,1999-05-27 01:05:29,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:48:50,O4WR12010,,,42.958
O4WR12020,AV80,12.6824583,-72.7947222,22,1999-05-27 01:46:57,1999-05-27 02:39:45,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:52:23,O4WR12020,,,42.958
OCKP05010,AZV80,12.6824500,-72.7948611,1,2015-09-04 04:22:11,2015-09-04 05:09:15,2824.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-04 12:27:40,OCKP05010,,,42.958
OCKP05020,AZV80,12.6824500,-72.7948611,1,2015-09-04 05:48:40,2015-09-04 06:44:42,3362.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-04 15:13:46,OCKP05020,,,42.958
O6DF08020,AV362,16.2059875,-72.1059417,10,2001-10-23 01:48:29,2001-10-23 02:26:00,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-29 19:36:04,O6DF08020,,,44.605
O6DF08030,AV362,16.2059875,-72.1059417,10,2001-10-23 02:32:07,2001-10-23 03:26:03,3236.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-30 00:10:36,O6DF08030,,,44.605
O4WR13010,AV69,12.5719583,-72.8915556,22,1999-05-17 03:56:55,1999-05-17 04:37:43,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:54:22,O4WR13010,,,45.359
O4WR13020,AV69,12.5719583,-72.8915556,22,1999-05-17 05:02:27,1999-05-17 05:55:15,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:56:22,O4WR13020,,,45.359
OE4X17010,SK-35,12.5755163,-72.6361213,0,2020-06-28 08:23:30,2020-06-28 09:08:37,2707.000,STIS  ,0.2X0.2,E140M,1425.000,15837,2020-06-28 13:25:33,OE4X17010,,,45.745
O4WR30010,AV327,15.7940833,-72.0371667,22,1999-11-06 15:44:53,1999-11-06 16:25:41,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-07 20:59:19,O4WR30010,,,45.752
O4WR30020,AV327,15.7940833,-72.0371667,22,1999-11-06 17:07:36,1999-11-06 18:00:24,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-07 21:04:45,O4WR30020,,,45.752
OCKP13010,AZV456,17.7323125,-72.7155611,1,2015-09-06 07:16:26,2015-09-06 09:35:02,6182.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-06 14:53:52,OCKP13010,,,46.965
OCKP13020,AZV456,17.7323125,-72.7155611,1,2015-09-06 10:14:18,2015-09-06 14:20:56,10086.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-06 18:21:46,OCKP13020,,,46.965
O8EW06010,AZV456,17.7323750,-72.7155222,5,2002-09-22 22:14:17,2002-09-22 23:18:38,3861.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-09 01:05:26,O8EW06010,,,47.601
O8EW06020,AZV456,17.7323750,-72.7155222,5,2002-09-22 23:22:29,2002-09-23 01:24:50,6879.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-09 06:20:27,O8EW06020,,,47.601
O8EW06030,AZV456,17.7323750,-72.7155222,5,2002-09-23 01:40:18,2002-09-23 02:05:18,1500.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-10 04:58:20,O8EW06030,,,47.601
O8EW06040,AZV456,17.7323750,-72.7155222,5,2002-09-23 02:07:43,2002-09-23 04:50:53,9040.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-09 09:13:17,O8EW06040,,,47.601
O8EW07010,AZV456,17.7323750,-72.7155222,5,2002-09-22 05:17:59,2002-09-22 06:22:20,3861.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-09 21:51:38,O8EW07010,,,47.601
O8EW07020,AZV456,17.7323750,-72.7155222,5,2002-09-22 06:27:09,2002-09-22 07:46:39,4539.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-12-09 03:14:18,O8EW07020,,,47.601
O8EW09010,AZV456,17.7323750,-72.7155222,5,2003-08-24 22:26:40,2003-08-24 23:31:26,3886.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-12-10 13:42:38,O8EW09010,,,47.601
O8EW09020,AZV456,17.7323750,-72.7155222,5,2003-08-25 00:14:59,2003-08-25 02:17:56,6884.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-12-10 15:47:42,O8EW09020,,,47.601
O8EW09030,AZV456,17.7323750,-72.7155222,5,2003-08-25 02:32:14,2003-08-25 02:58:26,1572.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-12-10 20:51:24,O8EW09030,,,47.601
O8EW09040,AZV456,17.7323750,-72.7155222,5,2003-08-25 03:15:04,2003-08-25 04:34:34,4525.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-12-10 22:36:55,O8EW09040,,,47.601
O8EW10010,AZV456,17.7323750,-72.7155222,5,2003-08-22 23:32:44,2003-08-23 00:37:30,3886.000,STIS  ,0.2X0.09,E230H,2163.000,9383,2006-12-11 10:35:24,O8EW10010,,,47.601
O8EW10020,AZV456,17.7323750,-72.7155222,5,2003-08-23 00:45:33,2003-08-23 03:00:21,6884.000,STIS  ,0.2X0.09,E230H,2163.000,9383,2006-12-11 12:51:02,O8EW10020,,,47.601
O8EW10030,AZV456,17.7323750,-72.7155222,5,2003-08-23 03:14:39,2003-08-23 03:40:51,1572.000,STIS  ,0.2X0.09,E230H,2163.000,9383,2006-12-15 15:18:43,O8EW10030,,,47.601
O8EW10040,AZV456,17.7323750,-72.7155222,5,2003-08-23 03:57:10,2003-08-23 06:52:29,9050.000,STIS  ,0.2X0.09,E230H,2163.000,9383,2006-12-15 19:28:32,O8EW10040,,,47.601
ODY241010,MA93-1694,17.3414572,-73.2616453,0,2020-06-24 05:57:28,2020-06-24 06:43:23,2755.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-12-24 10:53:56,,,,49.112
OCKP07010,AZV207,14.6384292,-71.9295806,1,2015-09-05 04:14:05,2015-09-05 06:35:13,6174.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-05 13:27:05,OCKP07010,,,51.136
OCKP07020,AZV207,14.6384292,-71.9295806,1,2015-09-05 07:14:30,2015-09-05 09:45:52,6724.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-05 13:55:13,OCKP07020,,,51.136
OE4X14010,SK-148,18.1208690,-72.4914050,0,2020-06-22 11:16:31,2020-06-22 12:01:38,2707.000,STIS  ,0.2X0.2,E140M,1425.000,15837,2020-06-22 19:38:09,OE4X14010,,,56.630
ODY234010,SK-32,12.5077778,-72.1907202,0,2020-05-12 06:35:08,2020-05-12 07:21:15,2767.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-11-12 13:14:16,,,,58.313
ODY230010,LIN-160,12.6809591,-73.4515844,0,2020-05-06 07:43:11,2020-05-06 08:29:18,2767.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-11-06 12:53:04,,,,58.721
O6DF09020,AV22,11.9113917,-73.1301111,10,2001-10-23 04:30:28,2001-10-23 05:07:59,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-30 06:39:36,O6DF09020,,,60.097
O6DF09030,AV22,11.9113917,-73.1301111,10,2001-10-23 05:14:37,2001-10-23 06:08:33,3236.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-12-08 06:13:05,O6DF09030,,,60.097
O6DF10020,AV22,11.9113917,-73.1301111,10,2001-10-23 19:43:29,2001-10-23 20:21:00,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-12-09 00:31:51,O6DF10020,,,60.097
O6DF10030,AV22,11.9113917,-73.1301111,10,2001-10-23 20:27:07,2001-10-23 22:19:44,6472.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-12-09 05:34:49,O6DF10030,,,60.097
OCKP01010,AZV18,11.8007000,-73.1090778,1,2015-06-01 04:02:45,2015-06-01 04:49:49,2824.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-06-01 06:39:29,OCKP01010,,,61.522
O6DF06020,AV18,11.8006125,-73.1090389,10,2001-10-17 23:14:55,2001-10-17 23:52:26,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-24 12:59:05,O6DF06020,,,61.523
O6DF06030,AV18,11.8006125,-73.1090389,10,2001-10-18 00:25:04,2001-10-18 02:55:05,6472.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-24 15:15:18,O6DF06030,,,61.523
O6DF07020,AV18,11.8006125,-73.1090389,10,2001-10-18 04:03:39,2001-10-18 04:41:10,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-25 01:11:34,O6DF07020,,,61.523
O6DF07030,AV18,11.8006125,-73.1090389,10,2001-10-18 05:23:20,2001-10-18 07:43:18,6472.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-25 03:38:58,O6DF07030,,,61.523
O8EW01010,AZV18,11.8007500,-73.1090556,5,2003-10-13 20:57:47,2003-10-13 22:02:08,3861.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2004-10-13 22:02:08,O8EW01010,,,59.564
O8EW01020,AZV18,11.8007500,-73.1090556,5,2003-10-13 22:09:52,2003-10-14 00:24:37,6879.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2004-10-14 00:24:37,O8EW01020,,,59.564
O8EW01030,AZV18,11.8007500,-73.1090556,5,2003-10-14 00:40:05,2003-10-14 01:05:05,1500.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2004-10-14 01:05:05,O8EW01030,,,59.564
O8EW01040,AZV18,11.8007500,-73.1090556,5,2003-10-14 01:21:22,2003-10-14 04:16:36,9040.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2004-10-14 04:16:36,O8EW01040,,,59.564
O8EW02010,AZV18,11.8007500,-73.1090556,5,2003-10-14 22:33:38,2003-10-14 23:37:59,3861.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-23 03:14:01,O8EW02010,,,59.564
O8EW02020,AZV18,11.8007500,-73.1090556,5,2003-10-14 23:41:50,2003-10-15 01:56:28,6879.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-23 05:40:14,O8EW02020,,,59.564
O8EW02030,AZV18,11.8007500,-73.1090556,5,2003-10-15 02:11:56,2003-10-15 02:36:56,1500.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-23 07:15:05,O8EW02030,,,59.564
O8EW02040,AZV18,11.8007500,-73.1090556,5,2003-10-15 02:53:12,2003-10-15 05:36:22,9040.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-23 09:40:20,O8EW02040,,,59.564
O8EW03010,AZV18,11.8007500,-73.1090556,5,2003-10-16 20:14:04,2003-10-16 21:18:25,3861.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-23 22:57:21,O8EW03010,,,59.564
O8EW03020,AZV18,11.8007500,-73.1090556,5,2003-10-16 21:26:07,2003-10-16 23:41:10,6879.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-24 01:22:21,O8EW03020,,,59.564
O8EW03030,AZV18,11.8007500,-73.1090556,5,2003-10-16 23:56:38,2003-10-17 00:21:38,1500.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-24 03:28:08,O8EW03030,,,59.564
O8EW03040,AZV18,11.8007500,-73.1090556,5,2003-10-17 00:38:14,2003-10-17 03:33:47,9040.000,STIS  ,0.2X0.09,E140H,1234.000,9383,2006-11-24 05:37:17,O8EW03040,,,59.564
O8EW04010,AZV18,11.8007500,-73.1090556,5,2003-10-11 22:31:10,2003-10-11 23:35:56,3886.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-11-24 20:47:16,O8EW04010,,,59.564
O8EW04020,AZV18,11.8007500,-73.1090556,5,2003-10-11 23:52:22,2003-10-12 02:07:10,6884.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-11-24 23:34:52,O8EW04020,,,59.564
O8EW04030,AZV18,11.8007500,-73.1090556,5,2003-10-12 02:21:28,2003-10-12 02:47:40,1572.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-11-25 01:30:08,O8EW04030,,,59.564
O8EW04040,AZV18,11.8007500,-73.1090556,5,2003-10-12 03:03:59,2003-10-12 05:59:16,9050.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-11-25 04:11:31,O8EW04040,,,59.564
O8EW05010,AZV18,11.8007500,-73.1090556,5,2003-10-16 01:04:55,2003-10-16 02:09:41,3886.000,STIS  ,0.2X0.09,E230H,1913.000,9383,2006-11-30 05:05:28,O8EW05010,,,59.564
O8EW05020,AZV18,11.8007500,-73.1090556,5,2003-10-16 02:16:59,2003-10-16 05:08:48,9156.000,STIS  ,0.2X0.09,E230H,2163.000,9383,2006-11-30 07:10:10,O8EW05020,,,59.564
OD9A13010,RMC-4,11.7292125,-73.1428528,0,2017-10-17 01:23:20,2017-10-17 02:33:50,4230.199,STIS  ,0.2X0.2,E140M,1425.000,14712,2018-10-17 11:40:53,OD9A13010,,,63.342
O4WR16010,AV47,12.2146667,-73.4329167,22,1999-05-20 09:05:41,1999-05-20 09:46:29,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-04 21:14:46,O4WR16010,,,64.122
O4WR16020,AV47,12.2146667,-73.4329167,22,1999-05-20 10:20:23,1999-05-20 11:13:11,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-04 21:17:03,O4WR16020,,,64.122
